psu,n,new_ID,governorate,district,name,label
2503049,1,cluster_location_id_0533,kerbala,kerbela,Al Amam Al Montadar,0533 (Al Amam Al Montadar)
2503064,1,cluster_location_id_0534,kerbala,kerbela,Al Kaim,0534 (Al Kaim)
2503074,1,cluster_location_id_0535,kerbala,kerbela,Al Qadissiya 2,0535 (Al Qadissiya 2)
2503076,1,cluster_location_id_0536,kerbala,kerbela,Al Rawdhatain,0536 (Al Rawdhatain)
2503077,1,cluster_location_id_0537,kerbala,kerbela,Al Sahrawy Al Mazarea,0537 (Al Sahrawy Al Mazarea)
2503089,1,cluster_location_id_0538,kerbala,kerbela,Al Wand Al Mustajad,0538 (Al Wand Al Mustajad)
2503096,1,cluster_location_id_0539,kerbala,kerbela,Al-Abrahmeiah (Al hafed),0539 (Al-Abrahmeiah (Al hafed))
2503122,1,cluster_location_id_0540,kerbala,kerbela,Al-kakaeiah Al-Sharkeiah,0540 (Al-kakaeiah Al-Sharkeiah)
2503126,1,cluster_location_id_0541,kerbala,kerbela,Al-Rafedeen,0541 (Al-Rafedeen)
2503127,1,cluster_location_id_0542,kerbala,kerbela,Al-Safiya 2,0542 (Al-Safiya 2)
2503138,1,cluster_location_id_0543,kerbala,kerbela,Badat Aswad,0543 (Badat Aswad)
2503170,1,cluster_location_id_0544,kerbala,kerbela,Hay Al-Abbas,0544 (Hay Al-Abbas)
2503196,1,cluster_location_id_0545,kerbala,kerbela,Hay al-tahady,0545 (Hay al-tahady)
2503203,1,cluster_location_id_0546,kerbala,kerbela,Kantraat Al Salam,0546 (Kantraat Al Salam)
2503220,1,cluster_location_id_0547,kerbala,kerbela,Al-hadi,0547 (Al-hadi)
2503227,1,cluster_location_id_0548,kerbala,kerbela,Mulhaq Al-Intisar,0548 (Mulhaq Al-Intisar)
2503241,1,cluster_location_id_0549,kerbala,kerbela,Um Al Banen Village,0549 (Um Al Banen Village)
2503252,1,cluster_location_id_0550,kerbala,kerbela,Hay al mostafa,0550 (Hay al mostafa)
2503253,1,cluster_location_id_0551,kerbala,kerbela,Al Muamnen(Elegal),0551 (Al Muamnen(Elegal))
2601011,1,cluster_location_id_0552,kirkuk,al.hawiga,Al-zab,0552 (Al-zab)
2601022,1,cluster_location_id_0553,kirkuk,al.hawiga,Helwa Olia,0553 (Helwa Olia)
2601024,1,cluster_location_id_0554,kirkuk,al.hawiga,Hilwa middle,0554 (Hilwa middle)
2601030,1,cluster_location_id_0555,kirkuk,al.hawiga,Qadissiya-101,0555 (Qadissiya-101)
2601034,1,cluster_location_id_0556,kirkuk,al.hawiga,Shamitt Village,0556 (Shamitt Village)
2601039,1,cluster_location_id_0557,kirkuk,al.hawiga,Al-Abassy center,0557 (Al-Abassy center)
2601062,1,cluster_location_id_0558,kirkuk,al.hawiga,Al-Khatoonia,0558 (Al-Khatoonia)
2601063,1,cluster_location_id_0559,kirkuk,al.hawiga,Hawd Sittah village,0559 (Hawd Sittah village)
2601072,1,cluster_location_id_0560,kirkuk,al.hawiga,Namisa Village,0560 (Namisa Village)
2601078,1,cluster_location_id_0561,kirkuk,al.hawiga,Shamllan village,0561 (Shamllan village)
2601083,1,cluster_location_id_0562,kirkuk,al.hawiga,Digail Village,0562 (Digail Village)
2601102,1,cluster_location_id_0563,kirkuk,al.hawiga,Hay Al-Nasir ( Hawija ),0563 (Hay Al-Nasir ( Hawija ))
2601116,1,cluster_location_id_0564,kirkuk,beygee,Braij village,0564 (Braij village)
2601123,1,cluster_location_id_0565,kirkuk,al.hawiga,Al Manzala Village,0565 (Al Manzala Village)
2602005,2,cluster_location_id_0566,kirkuk,daquq,Fareeq Awa,0566 (Fareeq Awa)
2602006,1,cluster_location_id_0567,kirkuk,daquq,Hay Al Motajawizeen,0567 (Hay Al Motajawizeen)
2602007,1,cluster_location_id_0568,kirkuk,daquq,Hay Ashti,0568 (Hay Ashti)
2602010,1,cluster_location_id_0569,kirkuk,kirkuk,Laylan-Al Abadat village,0569 (Laylan-Al Abadat village)
2602011,1,cluster_location_id_0570,kirkuk,daquq,Laylan-Bash Bulaq village,0570 (Laylan-Bash Bulaq village)
2602013,1,cluster_location_id_0571,kirkuk,daquq,Taza-Omer Bin Khattab,0571 (Taza-Omer Bin Khattab)
2602021,1,cluster_location_id_0572,kirkuk,daquq,Arab Koy village,0572 (Arab Koy village)
2602024,1,cluster_location_id_0573,kirkuk,daquq,Hay Gulan,0573 (Hay Gulan)
2602027,1,cluster_location_id_0574,kirkuk,daquq,Khaled bin Waleed village,0574 (Khaled bin Waleed village)
2602029,1,cluster_location_id_0575,kirkuk,daquq,Wahda village,0575 (Wahda village)
2602030,1,cluster_location_id_0576,kirkuk,daquq,Saad Bin Waqqas village,0576 (Saad Bin Waqqas village)
2602035,1,cluster_location_id_0577,kirkuk,daquq,Hay Al-Salam ( Daquq ),0577 (Hay Al-Salam ( Daquq ))
2602036,1,cluster_location_id_0578,kirkuk,daquq,Hay Klisa 1,0578 (Hay Klisa 1)
2602037,1,cluster_location_id_0579,kirkuk,daquq,Hay Nawroz ( Daquq),0579 (Hay Nawroz ( Daquq))
2602038,1,cluster_location_id_0580,kirkuk,daquq,Hay Runaki / Daquq,0580 (Hay Runaki / Daquq)
2603001,2,cluster_location_id_0581,kirkuk,kirkuk,Al Faylaq-Mahala 5,0581 (Al Faylaq-Mahala 5)
2603006,2,cluster_location_id_0582,kirkuk,kirkuk,Al Tadamon(Hawkari),0582 (Al Tadamon(Hawkari))
2603007,1,cluster_location_id_0583,kirkuk,kirkuk,Al Takhi Village,0583 (Al Takhi Village)
2603009,1,cluster_location_id_0584,kirkuk,kirkuk,Amal al shaabi,0584 (Amal al shaabi)
2603011,2,cluster_location_id_0585,kirkuk,dibis,Bajwan,0585 (Bajwan)
2603012,1,cluster_location_id_0586,kirkuk,kirkuk,Darwaza,0586 (Darwaza)
2603013,1,cluster_location_id_0587,kirkuk,kirkuk,Hay 1 Athar,0587 (Hay 1 Athar)
2603014,1,cluster_location_id_0588,kirkuk,kirkuk,Hay Adan,0588 (Hay Adan)
2603015,1,cluster_location_id_0589,kirkuk,kirkuk,Hay Al Hamzali,0589 (Hay Al Hamzali)
2603016,1,cluster_location_id_0590,kirkuk,kirkuk,Hay Al Jamia-Mahalla 622,0590 (Hay Al Jamia-Mahalla 622)
2603022,2,cluster_location_id_0591,kirkuk,kirkuk,Hay Al-Khadraa,0591 (Hay Al-Khadraa)
2603025,1,cluster_location_id_0592,kirkuk,kirkuk,Hay Al-Sinay,0592 (Hay Al-Sinay)
2603026,1,cluster_location_id_0593,kirkuk,kirkuk,Hay Al-Urooba,0593 (Hay Al-Urooba)
2603027,1,cluster_location_id_0594,kirkuk,kirkuk,Hay Al-Zawraa,0594 (Hay Al-Zawraa)
2603028,1,cluster_location_id_0595,kirkuk,kirkuk,Hay Arafah 201,0595 (Hay Arafah 201)
2603029,1,cluster_location_id_0596,kirkuk,kirkuk,Hay Azadi,0596 (Hay Azadi)
2603038,2,cluster_location_id_0597,kirkuk,kirkuk,Panja Ali,0597 (Panja Ali)
2603041,1,cluster_location_id_0598,kirkuk,kirkuk,Qaryat Tobzawa,0598 (Qaryat Tobzawa)
2603044,1,cluster_location_id_0599,kirkuk,kirkuk,Rahim Awa,0599 (Rahim Awa)
2603045,1,cluster_location_id_0600,kirkuk,kirkuk,Runaki,0600 (Runaki)
2603046,1,cluster_location_id_0601,kirkuk,kirkuk,Sary Kahya,0601 (Sary Kahya)
2603047,1,cluster_location_id_0602,kirkuk,kirkuk,Sayada village,0602 (Sayada village)
2603050,1,cluster_location_id_0603,kirkuk,kirkuk,Tiseen,0603 (Tiseen)
2603065,1,cluster_location_id_0604,kirkuk,kirkuk,Hay Al Ertiqaa,0604 (Hay Al Ertiqaa)
2603066,1,cluster_location_id_0605,kirkuk,kirkuk,Al-Qadisssiya(Rabareen) first,0605 (Al-Qadisssiya(Rabareen) first)
2603067,1,cluster_location_id_0606,kirkuk,kirkuk,Al-Qadisssiya(Rabareen) seconad,0606 (Al-Qadisssiya(Rabareen) seconad)
2603069,2,cluster_location_id_0607,kirkuk,kirkuk,Hay Al-Askary 2,0607 (Hay Al-Askary 2)
2603079,1,cluster_location_id_0608,kirkuk,daquq,Karha Rufaiaa village,0608 (Karha Rufaiaa village)
2604001,2,cluster_location_id_0609,kirkuk,dibis,Altun Kupri Center,0609 (Altun Kupri Center)
2604005,1,cluster_location_id_0610,kirkuk,dibis,Hay Al Muaasker,0610 (Hay Al Muaasker)
2604006,1,cluster_location_id_0611,kirkuk,dibis,Hay Al Tanak,0611 (Hay Al Tanak)
2604007,1,cluster_location_id_0612,kirkuk,dibis,Hay Al-Shuhadaa,0612 (Hay Al-Shuhadaa)
2604010,1,cluster_location_id_0613,kirkuk,dibis,Qashqaiyah village,0613 (Qashqaiyah village)
2604011,1,cluster_location_id_0614,kirkuk,dibis,Qutan village,0614 (Qutan village)
2604013,1,cluster_location_id_0615,kirkuk,dibis,Hay Kurdistan,0615 (Hay Kurdistan)
2604014,1,cluster_location_id_0616,kirkuk,dibis,Hay Rabareen,0616 (Hay Rabareen)
2604015,1,cluster_location_id_0617,kirkuk,dibis,Hay Diyarbakir,0617 (Hay Diyarbakir)
2701001,2,cluster_location_id_0618,ninewa,aqra,Akre,0618 (Akre)
2701003,1,cluster_location_id_0619,ninewa,aqra,Amyan,0619 (Amyan)
2701004,1,cluster_location_id_0620,ninewa,aqra,Banasur,0620 (Banasur)
2701005,1,cluster_location_id_0621,ninewa,aqra,Bardarash,0621 (Bardarash)
2701009,2,cluster_location_id_0622,ninewa,aqra,Daratu,0622 (Daratu)
2701012,2,cluster_location_id_0623,ninewa,al.hamdaniya,Kalak,0623 (Kalak)
2701014,1,cluster_location_id_0624,ninewa,aqra,Khalilkan,0624 (Khalilkan)
2701017,2,cluster_location_id_0625,ninewa,aqra,Roviya,0625 (Roviya)
2701033,1,cluster_location_id_0626,ninewa,al.shikhan,Husseini,0626 (Husseini)
2701034,1,cluster_location_id_0627,ninewa,aqra,Yakmala,0627 (Yakmala)
2701035,2,cluster_location_id_0628,ninewa,al.hamdaniya,Zangal,0628 (Zangal)
2702001,2,cluster_location_id_0629,ninewa,al.baaj,Markaz Baaj,0629 (Markaz Baaj)
2702002,1,cluster_location_id_0630,ninewa,al.baaj,Al-Rashediyah,0630 (Al-Rashediyah)
2702004,1,cluster_location_id_0631,ninewa,al.baaj,Abu-Rasen,0631 (Abu-Rasen)
2702009,1,cluster_location_id_0632,ninewa,al.baaj,Al-Sahrej,0632 (Al-Sahrej)
2702012,1,cluster_location_id_0633,ninewa,al.baaj,Sibaya Village,0633 (Sibaya Village)
2702013,1,cluster_location_id_0634,ninewa,al.baaj,Wardeya,0634 (Wardeya)
2703002,1,cluster_location_id_0635,ninewa,al.hamdaniya,Al-ghadeer complex,0635 (Al-ghadeer complex)
2703010,1,cluster_location_id_0636,ninewa,al.hamdaniya,Shaquli village,0636 (Shaquli village)
2703011,1,cluster_location_id_0637,ninewa,al.hamdaniya,Tahrawa Village,0637 (Tahrawa Village)
2703022,1,cluster_location_id_0638,ninewa,al.hamdaniya,Kubaiba village,0638 (Kubaiba village)
2703035,1,cluster_location_id_0639,ninewa,al.hamdaniya,Qaraqosh,0639 (Qaraqosh)
2703038,1,cluster_location_id_0640,ninewa,al.hamdaniya,Al-Salamiyah Village,0640 (Al-Salamiyah Village)
2703041,1,cluster_location_id_0641,ninewa,al.hamdaniya,Bartalla center,0641 (Bartalla center)
2703045,1,cluster_location_id_0642,ninewa,al.hamdaniya,Shamsiat Village,0642 (Shamsiat Village)
2703047,1,cluster_location_id_0643,ninewa,al.hamdaniya,Basakhrah Village,0643 (Basakhrah Village)
2703053,1,cluster_location_id_0644,ninewa,al.hamdaniya,Kabarly Village,0644 (Kabarly Village)
2703058,1,cluster_location_id_0645,ninewa,al.hamdaniya,Karamless,0645 (Karamless)
2704002,2,cluster_location_id_0646,ninewa,al.shikhan,Baadre,0646 (Baadre)
2704004,1,cluster_location_id_0647,ninewa,al.shikhan,Berstik,0647 (Berstik)
2704005,1,cluster_location_id_0648,ninewa,al.shikhan,Betnar,0648 (Betnar)
2704006,2,cluster_location_id_0649,ninewa,al.shikhan,Chira,0649 (Chira)
2704011,2,cluster_location_id_0650,ninewa,al.shikhan,Kalakchi,0650 (Kalakchi)
2704012,2,cluster_location_id_0651,ninewa,al.shikhan,Mahad,0651 (Mahad)
2704015,2,cluster_location_id_0652,ninewa,al.shikhan,Qasrok,0652 (Qasrok)
2704016,2,cluster_location_id_0653,ninewa,al.shikhan,Shekhan,0653 (Shekhan)
2704027,1,cluster_location_id_0654,ninewa,al.shikhan,Almaman,0654 (Almaman)
2704033,1,cluster_location_id_0655,ninewa,al.shikhan,Pirbob,0655 (Pirbob)
2704036,1,cluster_location_id_0656,ninewa,al.shikhan,Sheikh Milwan Village,0656 (Sheikh Milwan Village)
2704037,1,cluster_location_id_0657,ninewa,al.shikhan,Small Rikaba Village,0657 (Small Rikaba Village)
2704038,1,cluster_location_id_0658,ninewa,al.shikhan,Big Rikaba Village,0658 (Big Rikaba Village)
2704039,1,cluster_location_id_0659,ninewa,al.shikhan,Nargizlia Village,0659 (Nargizlia Village)
2704042,1,cluster_location_id_0660,ninewa,al.shikhan,Taq Harb,0660 (Taq Harb)
2704043,1,cluster_location_id_0661,ninewa,al.shikhan,Taq Mekail,0661 (Taq Mekail)
2705001,1,cluster_location_id_0662,ninewa,al.hatra,Tal abta,0662 (Tal abta)
2705006,1,cluster_location_id_0663,ninewa,al.hatra,Mokhazaga Village,0663 (Mokhazaga Village)
2705021,1,cluster_location_id_0664,ninewa,al.hatra,AL-Ani Village,0664 (AL-Ani Village)
2705035,1,cluster_location_id_0665,ninewa,al.baaj,khwetla village,0665 (khwetla village)
2705038,1,cluster_location_id_0666,ninewa,al.hatra,Medan kli Gnobia village,0666 (Medan kli Gnobia village)
2705040,1,cluster_location_id_0667,ninewa,al.hatra,AL_ Trorkmania Al-shmalia village,0667 (AL_ Trorkmania Al-shmalia village)
2705042,1,cluster_location_id_0668,ninewa,al.hatra,Markaz AL-Hatra,0668 (Markaz AL-Hatra)
2706003,2,cluster_location_id_0669,ninewa,al.mosul,Al Harmaat,0669 (Al Harmaat)
2706004,1,cluster_location_id_0670,ninewa,al.mosul,Al jazaer,0670 (Al jazaer)
2706006,2,cluster_location_id_0671,ninewa,tilkaef,Al rasheediya,0671 (Al rasheediya)
2706010,1,cluster_location_id_0672,ninewa,al.mosul,Al tahreer,0672 (Al tahreer)
2706011,2,cluster_location_id_0673,ninewa,al.mosul,Al Tanak,0673 (Al Tanak)
2706012,1,cluster_location_id_0674,ninewa,al.mosul,Al-Akhaa,0674 (Al-Akhaa)
2706017,2,cluster_location_id_0675,ninewa,al.mosul,Al-Karamah,0675 (Al-Karamah)
2706026,1,cluster_location_id_0676,ninewa,al.mosul,Al-Noor,0676 (Al-Noor)
2706031,1,cluster_location_id_0677,ninewa,al.mosul,Al-Quds,0677 (Al-Quds)
2706033,1,cluster_location_id_0678,ninewa,al.mosul,Al-Wahda,0678 (Al-Wahda)
2706034,1,cluster_location_id_0679,ninewa,al.mosul,Al-Yarmuk,0679 (Al-Yarmuk)
2706037,1,cluster_location_id_0680,ninewa,al.mosul,Bashiqa center,0680 (Bashiqa center)
2706043,2,cluster_location_id_0681,ninewa,al.mosul,Hay Al Intisar,0681 (Hay Al Intisar)
2706044,2,cluster_location_id_0682,ninewa,al.mosul,Hay Al Islah Al Zirai,0682 (Hay Al Islah Al Zirai)
2706046,1,cluster_location_id_0683,ninewa,al.mosul,Hay Al Nahrawan,0683 (Hay Al Nahrawan)
2706048,1,cluster_location_id_0684,ninewa,al.mosul,Hay Al Tammem,0684 (Hay Al Tammem)
2706050,1,cluster_location_id_0685,ninewa,al.mosul,Hay Al Zahraa,0685 (Hay Al Zahraa)
2706053,1,cluster_location_id_0686,ninewa,al.mosul,Hay Nablus,0686 (Hay Nablus)
2706063,1,cluster_location_id_0687,ninewa,al.mosul,Tal Al-Rumman,0687 (Tal Al-Rumman)
2706082,2,cluster_location_id_0688,ninewa,al.mosul,Al-Amil,0688 (Al-Amil)
2706093,1,cluster_location_id_0689,ninewa,al.mosul,Hay Adan,0689 (Hay Adan)
2706094,1,cluster_location_id_0690,ninewa,al.mosul,Hay Alalam,0690 (Hay Alalam)
2706097,2,cluster_location_id_0691,ninewa,tilkaef,Bysan,0691 (Bysan)
2706106,1,cluster_location_id_0692,ninewa,al.mosul,Hay alsedeeq,0692 (Hay alsedeeq)
2706159,1,cluster_location_id_0693,ninewa,al.mosul,Al-Areej Village,0693 (Al-Areej Village)
2706177,1,cluster_location_id_0694,ninewa,al.hatra,Qabr bin Naif Village,0694 (Qabr bin Naif Village)
2706188,1,cluster_location_id_0695,ninewa,al.mosul,Alqadisiya Al-thaniya,0695 (Alqadisiya Al-thaniya)
2706189,1,cluster_location_id_0696,ninewa,al.mosul,Al-Falah,0696 (Al-Falah)
2706190,1,cluster_location_id_0697,ninewa,al.mosul,Yarmjah,0697 (Yarmjah)
2706199,1,cluster_location_id_0698,ninewa,al.mosul,Bahzani,0698 (Bahzani)
2706228,1,cluster_location_id_0699,ninewa,al.mosul,Al-rabaa Village,0699 (Al-rabaa Village)
2706235,1,cluster_location_id_0700,ninewa,tilkaef,Tel Al-raes Al-thania Village,0700 (Tel Al-raes Al-thania Village)
2706266,1,cluster_location_id_0701,ninewa,al.mosul,Al-Rabeea,0701 (Al-Rabeea)
2706279,1,cluster_location_id_0702,ninewa,al.mosul,Al-Sihha,0702 (Al-Sihha)
2706286,1,cluster_location_id_0703,ninewa,al.mosul,Al-Mayasa,0703 (Al-Mayasa)
2706302,1,cluster_location_id_0704,ninewa,al.mosul,Tal Khayma Village,0704 (Tal Khayma Village)
2706326,1,cluster_location_id_0705,ninewa,al.mosul,Ninewa Sharqiya,0705 (Ninewa Sharqiya)
2707001,1,cluster_location_id_0706,ninewa,sinjar,Hay Al Naser,0706 (Hay Al Naser)
2707004,1,cluster_location_id_0707,ninewa,sinjar,Khana sor,0707 (Khana sor)
2707005,2,cluster_location_id_0708,ninewa,sinjar,Sinuni center,0708 (Sinuni center)
2707006,1,cluster_location_id_0709,ninewa,sinjar,Dokri,0709 (Dokri)
2707007,1,cluster_location_id_0710,ninewa,sinjar,Dohola ,0710 (Dohola )
2707008,2,cluster_location_id_0711,ninewa,sinjar,Borek,0711 (Borek)
2707009,1,cluster_location_id_0712,ninewa,sinjar,Guhbal and shorka,0712 (Guhbal and shorka)
2707011,1,cluster_location_id_0713,ninewa,sinjar,Karsi ,0713 (Karsi )
2707016,1,cluster_location_id_0714,ninewa,sinjar,Wary Bahdo,0714 (Wary Bahdo)
2707017,1,cluster_location_id_0715,ninewa,sinjar,Sardashty,0715 (Sardashty)
2707019,1,cluster_location_id_0716,ninewa,sinjar,Melik,0716 (Melik)
2707021,1,cluster_location_id_0717,ninewa,sinjar,Balif,0717 (Balif)
2707029,1,cluster_location_id_0718,ninewa,sinjar,Ashti & Heriko,0718 (Ashti & Heriko)
2707030,1,cluster_location_id_0719,ninewa,sinjar,Bir Adam,0719 (Bir Adam)
2707034,1,cluster_location_id_0720,ninewa,sinjar,Darki Qawala,0720 (Darki Qawala)
2707038,1,cluster_location_id_0721,ninewa,sinjar,Zorava and zirwa,0721 (Zorava and zirwa)
2707042,1,cluster_location_id_0722,ninewa,sinjar,Hay Yarmok,0722 (Hay Yarmok)
2707043,1,cluster_location_id_0723,ninewa,sinjar,Rozh Halat,0723 (Rozh Halat)
2707048,1,cluster_location_id_0724,ninewa,sinjar,Hay Alzeraee,0724 (Hay Alzeraee)
2707056,1,cluster_location_id_0725,ninewa,sinjar,Golat,0725 (Golat)
2707058,1,cluster_location_id_0726,ninewa,sinjar,Sibaya Ammash Village,0726 (Sibaya Ammash Village)
2707062,1,cluster_location_id_0727,ninewa,sinjar,Khazoga,0727 (Khazoga)
2708003,1,cluster_location_id_0728,ninewa,telafar,Al Muthalatha village,0728 (Al Muthalatha village)
2708011,2,cluster_location_id_0729,ninewa,telafar,Qasabat Zummar,0729 (Qasabat Zummar)
2708026,2,cluster_location_id_0730,ninewa,telafar,Hay Al Askari,0730 (Hay Al Askari)
2708027,1,cluster_location_id_0731,ninewa,telafar,Hay Al Arbaeen,0731 (Hay Al Arbaeen)
2708028,1,cluster_location_id_0732,ninewa,telafar,Hay Alasreya,0732 (Hay Alasreya)
2708029,1,cluster_location_id_0733,ninewa,telafar,Hay althahabe,0733 (Hay althahabe)
2708032,1,cluster_location_id_0734,ninewa,telafar,Hay Al Qadisya,0734 (Hay Al Qadisya)
2708033,1,cluster_location_id_0735,ninewa,telafar,Hay Al Salam,0735 (Hay Al Salam)
2708035,1,cluster_location_id_0736,ninewa,telafar,Jussa,0736 (Jussa)
2708044,1,cluster_location_id_0737,ninewa,telafar,Msherfa Village,0737 (Msherfa Village)
2708047,1,cluster_location_id_0738,ninewa,telafar,Tal Ismair,0738 (Tal Ismair)
2708050,1,cluster_location_id_0739,ninewa,telafar,Tal Mus,0739 (Tal Mus)
2708066,1,cluster_location_id_0740,ninewa,telafar,abu khushub,0740 (abu khushub)
2708081,1,cluster_location_id_0741,ninewa,telafar,Tal Talab vilage,0741 (Tal Talab vilage)
2708084,1,cluster_location_id_0742,ninewa,telafar,Mushah vilage,0742 (Mushah vilage)
2708089,1,cluster_location_id_0743,ninewa,telafar,Karsur vilage,0743 (Karsur vilage)
2708090,1,cluster_location_id_0744,ninewa,telafar,Ewaynat vilage,0744 (Ewaynat vilage)
2708098,1,cluster_location_id_0745,ninewa,telafar,Abu hajarah,0745 (Abu hajarah)
2708107,1,cluster_location_id_0746,ninewa,telafar,Sahlij,0746 (Sahlij)
2708128,1,cluster_location_id_0747,ninewa,telafar,Al-Qadisiya Alawla,0747 (Al-Qadisiya Alawla)
2708137,1,cluster_location_id_0748,ninewa,telafar,Hay Al jazira,0748 (Hay Al jazira)
2708138,1,cluster_location_id_0749,ninewa,telafar,Hay Al khadraa,0749 (Hay Al khadraa)
2708143,1,cluster_location_id_0750,ninewa,telafar,Hay Alkefah al jenobi,0750 (Hay Alkefah al jenobi)
2708168,1,cluster_location_id_0751,ninewa,telafar,Sahl Al Milhah Village,0751 (Sahl Al Milhah Village)
2709003,2,cluster_location_id_0752,ninewa,tilkaef,Al Qawsiyat,0752 (Al Qawsiyat)
2709004,1,cluster_location_id_0753,ninewa,tilkaef,Al Quba,0753 (Al Quba)
2709005,1,cluster_location_id_0754,ninewa,tilkaef,Alqosh,0754 (Alqosh)
2709008,1,cluster_location_id_0755,ninewa,tilkaef,Beban,0755 (Beban)
2709010,1,cluster_location_id_0756,ninewa,tilkaef,Baawiza,0756 (Baawiza)
2709011,2,cluster_location_id_0757,ninewa,tilkaef,Bozan,0757 (Bozan)
2709015,1,cluster_location_id_0758,ninewa,tilkaef,Der Umtutha,0758 (Der Umtutha)
2709021,1,cluster_location_id_0759,ninewa,tilkaef,Jambour Village,0759 (Jambour Village)
2709038,1,cluster_location_id_0760,ninewa,tilkaef,Shaykhaka,0760 (Shaykhaka)
2709040,2,cluster_location_id_0761,ninewa,tilkaef,wanna center,0761 (wanna center)
2709041,1,cluster_location_id_0762,ninewa,tilkaef,Manara,0762 (Manara)
2709045,2,cluster_location_id_0763,ninewa,tilkaef,Tallsquf,0763 (Tallsquf)
2709052,1,cluster_location_id_0764,ninewa,tilkaef,Mosul Dam,0764 (Mosul Dam)
2709060,1,cluster_location_id_0765,ninewa,tilkaef,Sada Area,0765 (Sada Area)
2709075,1,cluster_location_id_0766,ninewa,tilkaef,Felfel,0766 (Felfel)
2801001,1,cluster_location_id_0767,salah al-din,al.daur,Al-Khadhra area,0767 (Al-Khadhra area)
2801013,1,cluster_location_id_0768,salah al-din,al.daur,Al Asriyah village,0768 (Al Asriyah village)
2801015,1,cluster_location_id_0769,salah al-din,al.daur,Al Mujammaa Al Sakani,0769 (Al Mujammaa Al Sakani)
2801016,1,cluster_location_id_0770,salah al-din,al.daur,Hay Abu Dalaf,0770 (Hay Abu Dalaf)
2801017,1,cluster_location_id_0771,salah al-din,al.daur,Hay Al Aboor,0771 (Hay Al Aboor)
2801018,1,cluster_location_id_0772,salah al-din,al.daur,Hay Al Askri,0772 (Hay Al Askri)
2801020,1,cluster_location_id_0773,salah al-din,al.daur,Hay Al Sharqiyah,0773 (Hay Al Sharqiyah)
2801021,1,cluster_location_id_0774,salah al-din,al.daur,Hay Tal Al Banat,0774 (Hay Tal Al Banat)
2801022,1,cluster_location_id_0775,salah al-din,al.daur,Hay Al Qadisiah,0775 (Hay Al Qadisiah)
2802003,1,cluster_location_id_0776,salah al-din,al.shirqat,Al Fajir village(Al Tasni),0776 (Al Fajir village(Al Tasni))
2802007,2,cluster_location_id_0777,salah al-din,al.shirqat,Hay Al Jumiala,0777 (Hay Al Jumiala)
2802012,1,cluster_location_id_0778,salah al-din,beygee,Awad Al Tawee complex,0778 (Awad Al Tawee complex)
2802013,2,cluster_location_id_0779,salah al-din,al.shirqat,Baaja,0779 (Baaja)
2802015,2,cluster_location_id_0780,salah al-din,al.shirqat,Hay Al Askari,0780 (Hay Al Askari)
2802016,3,cluster_location_id_0781,salah al-din,al.shirqat,Hay Al Qasbah,0781 (Hay Al Qasbah)
2802025,1,cluster_location_id_0782,salah al-din,al.shirqat,Qaryat Al Sabkha,0782 (Qaryat Al Sabkha)
2802028,2,cluster_location_id_0783,salah al-din,al.shirqat,Tal Al Jumiala area,0783 (Tal Al Jumiala area)
2802029,1,cluster_location_id_0784,salah al-din,al.shirqat,Tulul Baq,0784 (Tulul Baq)
2802034,1,cluster_location_id_0785,salah al-din,al.shirqat,Hay Al-Khasim Al-Qadem village,0785 (Hay Al-Khasim Al-Qadem village)
2802039,1,cluster_location_id_0786,salah al-din,al.shirqat,Al-Ayitha Village,0786 (Al-Ayitha Village)
2802041,1,cluster_location_id_0787,salah al-din,al.shirqat,Hay Al-noor,0787 (Hay Al-noor)
2802046,1,cluster_location_id_0788,salah al-din,al.shirqat,Sudayrah Tak Tak Village,0788 (Sudayrah Tak Tak Village)
2802047,1,cluster_location_id_0789,salah al-din,al.shirqat,Sudayrah Aulya Village,0789 (Sudayrah Aulya Village)
2802048,1,cluster_location_id_0790,salah al-din,al.shirqat,Sudayrah Westa Village,0790 (Sudayrah Westa Village)
2802049,1,cluster_location_id_0791,salah al-din,beygee,Al-Salman village,0791 (Al-Salman village)
2802052,1,cluster_location_id_0792,salah al-din,al.shirqat,Al-Mashhad Village,0792 (Al-Mashhad Village)
2802068,1,cluster_location_id_0793,salah al-din,al.shirqat,Anig Al-Hawa village,0793 (Anig Al-Hawa village)
2803001,1,cluster_location_id_0794,salah al-din,beygee,Al Mushhaq Village,0794 (Al Mushhaq Village)
2803002,1,cluster_location_id_0795,salah al-din,samarra,Al Namel Village,0795 (Al Namel Village)
2803006,1,cluster_location_id_0796,salah al-din,daquq,Hay Tal Al Zatar-mahalla 219,0796 (Hay Tal Al Zatar-mahalla 219)
2803010,2,cluster_location_id_0797,salah al-din,beygee,Qaryat Al Sareen,0797 (Qaryat Al Sareen)
2803014,1,cluster_location_id_0798,salah al-din,beygee,Hay Alasmida,0798 (Hay Alasmida)
2803015,1,cluster_location_id_0799,salah al-din,beygee,Albu Tuama Village,0799 (Albu Tuama Village)
2803016,1,cluster_location_id_0800,salah al-din,beygee,Al Hamra village,0800 (Al Hamra village)
2803017,2,cluster_location_id_0801,salah al-din,beygee,Al Hejaj Village-13,0801 (Al Hejaj Village-13)
2803018,1,cluster_location_id_0802,salah al-din,beygee,Al Mazraa Village,0802 (Al Mazraa Village)
