"","id_sampl","Survey","strata","psu","DTM.Round","Place.ID","Governorate","District","Location.Name","Arabic.Name","Latitude","Longitude","Families","critical_shelter","COD_Subdistrict","COD_Governorate","pop","IDP_perc","SumDist","proba","survey_buffer"
"153","id_3091",6,"Al-Diwaniya","3603008",109,24905,"Qadissiya","Diwaniya","Al himran village","قرية الحمران",32.0377858076,44.7830585763,22,TRUE,"Al-Saniya","Al-Qadissiya",750.238071918488,2.93240250308042,7077.45613738894,0.106003916852994,7
"154","id_3093",6,"Al-Diwaniya","3603010",109,24436,"Qadissiya","Diwaniya","Albo Hasan village","قرية البو حسن",32.0208274154,44.8158267047,14,TRUE,"Al-Saniya","Al-Qadissiya",481.385430544615,2.90827248015403,7077.45613738894,0.0680167310400613,7
"155","id_3101",6,"Al-Diwaniya","3603025",109,2885,"Qadissiya","Diwaniya","Al-Jazaair 2","الجزائر الثانية",31.9871806959,44.8990242183,13,TRUE,"Al-Shafeia","Al-Qadissiya",248.14311170578,5.238912299695,7077.45613738894,0.0350610596362278,7
"156","id_3107",12,"Al-Diwaniya","3603033",109,25071,"Qadissiya","Diwaniya","Al-Jabaar village","قرية ال جبار",32.0319890929,44.7900743969,16,TRUE,"Al-Saniya","Al-Qadissiya",671.192089160283,2.38381832241457,7077.45613738894,0.0948352170795513,13
"157","id_3108",18,"Al-Diwaniya","3603034",109,25070,"Qadissiya","Diwaniya","Hay Al-Hussain","حي الحسين",32.0701462957,44.7678611852,13,TRUE,"Al-Saniya","Al-Qadissiya",472.07622329394,2.75379257809083,7077.45613738894,0.0667013986565096,19
"158","id_3126",6,"Al-Diwaniya","3603057",109,24382,"Qadissiya","Diwaniya","Hay Al Shomos","حي الشموس",32.0018013893,44.8611126143,13,TRUE,"Al-Shafeia","Al-Qadissiya",247.624482611815,5.2498847702306,7077.45613738894,0.0349877806099933,7
"159","id_3131",12,"Al-Diwaniya","3603064",109,25568,"Qadissiya","Diwaniya","Hay Al-Amin 2","حي الامين 2",32.0062987693,44.8467277642,20,TRUE,"Al-Saniya","Al-Qadissiya",268.198250671228,7.45717019031459,7077.45613738894,0.0378947245260036,13
"160","id_3136",12,"Al-Diwaniya","3603073",109,23715,"Qadissiya","Diwaniya","Hay Al-Hadarah","حي الحضارة",32.0156769347,44.917870713,15,TRUE,"Markaz Al-Diwaniya","Al-Qadissiya",437.978168904781,3.42482823687522,7077.45613738894,0.0618835582167752,13
"161","id_3144",12,"Al-Diwaniya","3603081",109,24307,"Qadissiya","Diwaniya","Hay Ramadan","حي رمضان",31.9799313135,44.9006470386,16,TRUE,"Al-Shafeia","Al-Qadissiya",472.934883038203,3.38312959644965,7077.45613738894,0.0668227218731561,13
"162","id_3147",6,"Al-Diwaniya","3603087",109,21783,"Qadissiya","Diwaniya","Hay Al-Sadir 4","حي الصدر الرابعة",31.9950297195,44.9545479566,13,TRUE,"Markaz Al-Diwaniya","Al-Qadissiya",350.938276986281,3.70435511100096,7077.45613738894,0.0495853694002194,7
"163","id_3148",6,"Al-Diwaniya","3603088",109,25860,"Qadissiya","Diwaniya","Salman Hlis Village","قرية سلمان هليس",31.9976262236,44.9793355912,15,TRUE,"Markaz Al-Diwaniya","Al-Qadissiya",835.405575156212,1.79553506058362,7077.45613738894,0.118037548935544,7
"164","id_52",6,"Duhok","1102018",109,7949,"Dahuk","Dahuk","Eminke","امينكي",36.8598589802,43.0951110949,132,TRUE,"Zawita","Duhok",821.053602645795,16.076904062614,12435.1203260372,0.0660269929939187,7
"165","id_58",18,"Duhok","1102025",109,8871,"Dahuk","Dahuk","Kora","كورا",36.9342194987,43.1478301239,66,TRUE,"Zawita","Duhok",665.280485560497,9.920627679977,12435.1203260372,0.0535001244955791,19
"166","id_592",7,"Al-Sulaymaniyah","1310031",109,21287,"Sulaymaniyah","Sulaymaniya","Chwar Chra","جوارجرا",35.5412535,45.4042363,50,TRUE,"Sarchnar","Al-Sulaymaniyah",286.825824379921,17.4321820945144,3060.51424364249,0.0937181798698488,8
"167","id_611",31,"Al-Sulaymaniyah","1310052",109,24254,"Sulaymaniyah","Sulaymaniya","Kanakawa","كنكوة",35.5948445,45.256526,128,TRUE,"Sarchnar","Al-Sulaymaniyah",1499.16832137108,8.53806728539571,3060.51424364249,0.489841968383338,32
"168","id_629",24,"Al-Sulaymaniyah","1310072",109,25575,"Sulaymaniyah","Sulaymaniya","Muaskar Al-Salam","معسكر سلام",35.6124628,45.299686,30,TRUE,"Sarchnar","Al-Sulaymaniyah",967.514032522837,3.10073022111872,3060.51424364249,0.316127929981906,25
"169","id_63",6,"Duhok","1102032",109,24092,"Dahuk","Dahuk","Masik-1","ماسيك 1",36.8811633973,42.9483022751,170,TRUE,"Markaz Duhok","Duhok",524.079621473948,32.4378191851619,12435.1203260372,0.0421451186424475,7
"170","id_646",5,"Al-Sulaymaniyah","1310092",109,21021,"Sulaymaniyah","Sulaymaniya","Sabun karan Qt","صابن كران",35.5540113,45.4460452,63,TRUE,"Qaradagh","Al-Sulaymaniyah",307.006065368652,20.5207672116672,3060.51424364249,0.100311921764908,6
"171","id_65",12,"Duhok","1102035",109,24802,"Dahuk","Dahuk","Mazi","مازي",36.8554966559,42.9760557794,110,TRUE,"Markaz Duhok","Duhok",772.408705393473,14.241165231814,12435.1203260372,0.0621150970108564,13
"172","id_69",24,"Duhok","1102039",109,7946,"Dahuk","Dahuk","Nazarke","نزاركي",36.8461278321,43.0477659993,275,TRUE,"Zawita","Duhok",1979.68559726079,13.8910946455592,12435.1203260372,0.159201161336223,25
"173","id_70",6,"Duhok","1102040",109,24188,"Dahuk","Dahuk","Qassara","قسارا",36.8419729136,42.9320372118,34,TRUE,"Markaz Duhok","Duhok",560.941924045483,6.06123353283952,12435.1203260372,0.0451094890389567,7
"174","id_73",12,"Duhok","1102043",109,26049,"Dahuk","Dahuk","Sarbasti","سربستي",36.8504093869,43.0095617029,28,TRUE,"Markaz Duhok","Duhok",812.810276985168,3.44483833347384,12435.1203260372,0.0653640862069722,13
"175","id_79",6,"Duhok","1102049",109,7921,"Dahuk","Dahuk","Zawita","زاويتة",36.906067605,43.1464300223,79,TRUE,"Zawita","Duhok",643.464316477378,12.2772930801326,12435.1203260372,0.051745724979441,7
"176","id_80",6,"Duhok","1102050",109,25898,"Dahuk","Dahuk","Avrike","افريكي",36.8317640341,43.1187556661,204,TRUE,"Zawita","Duhok",624.135721683502,32.6851985734359,12435.1203260372,0.0501913697108872,7
"177","id_814",12,"Al-Falluja","2105018",109,26036,"Anbar","Falluja","Al-Amirya-Albu Jasim","البوجاسم",33.1985825065,43.8994256428,51,TRUE,"Al-Amirya","Al-Anbar",494.017035265764,10.3235306394979,4972.54976295431,0.0993488368776537,13
"178","id_815",3,"Al-Falluja","2105019",109,26037,"Anbar","Falluja","Al-Amirya-Albu Jwad","البوجواد",33.1511765727,43.9914167207,209,TRUE,"Al-Amirya","Al-Anbar",364.726597497861,57.3031968147664,4972.54976295431,0.0733480035162418,4
"179","id_816",12,"Al-Falluja","2105031",109,21226,"Anbar","Falluja","Albu Hori","البوحوري",33.1584538531,43.891670833,84,TRUE,"Al-Amirya","Al-Anbar",668.303430358569,12.5691409297317,4972.54976295431,0.134398540430395,13
"180","id_818",3,"Al-Falluja","2105069",109,26084,"Anbar","Falluja","Al-Amirya-Al Betra","البترا",33.1146127261,44.050656815,100,TRUE,"Al-Amirya","Al-Anbar",359.687223533789,27.8019327507767,4972.54976295431,0.0723345648973637,4
"181","id_819",4,"Al-Falluja","2105070",109,26091,"Anbar","Falluja","Al-Amirya-Al Hmedin","الحميدين",33.1581146404,43.9370036385,146,TRUE,"Al-Amirya","Al-Anbar",528.376374502977,27.6318183486793,4972.54976295431,0.106258639871118,5
"182","id_820",5,"Al-Falluja","2105071",109,26092,"Anbar","Falluja","Al-Amirya-Al Mouilha","المويلحة",33.1369872639,43.9652844016,265,TRUE,"Al-Amirya","Al-Anbar",435.227230757475,60.8877343310506,4972.54976295431,0.0875259678646023,6
"183","id_821",2,"Al-Falluja","2105073",109,26085,"Anbar","Falluja","Al-Amirya-Albu Jaber","البوجابر",33.1211464337,44.0423669687,99,TRUE,"Al-Amirya","Al-Anbar",240.641457637151,41.1400433541573,4972.54976295431,0.0483939767541271,3
"184","id_823",2,"Al-Falluja","2105075",109,26088,"Anbar","Falluja","Al-Amirya-Albu Saleh","البوصالح",33.1430931291,44.0211612376,246,TRUE,"Al-Amirya","Al-Anbar",433.317689647277,56.7712802586585,4972.54976295431,0.0871419513738224,3
"185","id_824",8,"Al-Falluja","2105076",109,26087,"Anbar","Falluja","Al-Amirya-Albu Salman","البوسليمان",33.1564526269,44.0013657765,196,TRUE,"Al-Amirya","Al-Anbar",383.034135043621,51.1703741437245,4972.54976295431,0.0770297238445435,9
"186","id_825",9,"Al-Falluja","2105077",109,26093,"Anbar","Falluja","Al-Amirya-Tal Ghatas","تل غطاس",33.1809296607,43.9232902545,80,TRUE,"Al-Amirya","Al-Anbar",555.611287732919,14.3985555668653,4972.54976295431,0.111735691791814,10
"187","id_828",7,"Al-Falluja","2105088",109,31877,"Anbar","Falluja","Al-Ekhaa Compaund","مجمع الاخاء السكني",33.1640239928,43.8626614926,31,TRUE,"Al-Amirya","Al-Anbar",509.607300976912,6.08311535972371,4972.54976295431,0.102484102778318,8
"188","id_89",12,"Duhok","1102063",109,33474,"Dahuk","Dahuk","Rizgari","رزكاري",36.8525779027,42.9500391596,55,TRUE,"Markaz Duhok","Duhok",611.269098321597,8.99767388062267,12435.1203260372,0.0491566693602228,13
"189","id_91",6,"Sumail","1103002",109,8044,"Dahuk","Sumel","Bajit Kandala","باجت كندال",37.047257891,42.4509848689,109,TRUE,"Bateel","Duhok",384.666314557195,28.3362477750292,8240.0502821058,0.0466825202987585,7
"190","id_93",12,"Sumail","1103004",109,8019,"Dahuk","Sumel","Bakhitme","باختمي",36.806965597,42.8592781877,26,TRUE,"Sindi","Duhok",375.697206526995,6.92046668122667,8240.0502821058,0.0455940429566144,13
"191","id_95",6,"Sumail","1103006",109,8196,"Dahuk","Sumel","Batel","باتيل",36.9610934335,42.6808735675,89,TRUE,"Bateel","Duhok",233.122551940382,38.1773446023192,8240.0502821058,0.028291399197725,7
"192","id_97",12,"Sumail","1103009",109,8239,"Dahuk","Sumel","Fayda","فايدة",36.7568274843,42.9256268626,311,TRUE,"Fayde","Duhok",730.178613334894,42.5923184163928,8240.0502821058,0.0886133686490432,13
