,id_sampl,Survey,strata,psu,Place_ID,Governorate,District,Location_name,Arabic_name,Latitude,Longitude,OCHA_admin_1,OCHA_admin_2,OCHA_PCode,pop,COD_Subdistrict,COD_Governorate,SumDist,proba,survey_buffer
216,id_42,6,Al-Kaim,2101023,286,Anbar,Al-Ka'im,Hay Al-Athar,حي الاثار,34.37673472,41.0629184,IQ-G01,IQ-D005,IQ-P00383,326,Al-Karabla,Al-Anbar,6234,0.052293872,7
217,id_429,6,Al-Khalis,2401093,27160,Diyala,Al-Khalis,Ein Layla village,قرية عين ليلى,34.31141619,44.81108996,IQ-G10,IQ-D059,,100,Al-Mansouriyah,Diyala,13225,0.007561437,7
218,id_443,6,Al-Khalis,2401107,27243,Diyala,Al-Khalis,Mansouriyat Al Gabal,منصورية الجبل,34.08092227,44.95318428,IQ-G10,IQ-D059,,1310,Al-Mansouriyah,Diyala,13225,0.09905482,7
219,id_444,6,Al-Khalis,2401109,28445,Diyala,Al-Khalis,Al Idhem Center,مركز ناحية العظيم,34.27432448,44.53823647,IQ-G10,IQ-D059,,995,Al-Atheem,Diyala,13225,0.075236295,7
220,id_448,1,Samarra,2401114,28464,Diyala,Al-Khalis,Albo Sarah Village,قرية البو سراح,34.24224496,44.190843,IQ-G10,IQ-D059,,38,Markaz Samarra,Salah Al-Din,8978,0.004232569,2
221,id_45,6,Al-Kaim,2101026,287,Anbar,Al-Ka'im,Hay Al-Makarim,حي المكارم,34.38437722,41.02396899,IQ-G01,IQ-D005,IQ-P00388,285,Al-Karabla,Al-Anbar,6234,0.045717036,7
222,id_463,6,Al-Khalis,2401130,21165,Diyala,Al-Khalis,Albo Baker,البو بكر,34.429905,44.51602,IQ-G10,IQ-D059,IQ-P12516,145,Al-Atheem,Diyala,13225,0.010964083,7
223,id_467,6,Al-Muqdadiya,2402006,25981,Diyala,Al-Muqdadiya,Al Aali Village,قرية العالي,34.03027868,44.94421671,IQ-G10,IQ-D062,,326,Markaz Al-Muqdadiya,Diyala,8021,0.040643311,7
224,id_47,6,Al-Kaim,2101028,269,Anbar,Al-Ka'im,Hay Al-Yarmook,حي اليرموك,34.39717963,40.98947003,IQ-G01,IQ-D005,IQ-P00391,229,Al-Rummaneh,Al-Anbar,6234,0.036734039,7
225,id_470,6,Al-Muqdadiya,2402009,26030,Diyala,Al-Muqdadiya,A Hammadi Village,قرية الحمادي,34.03099698,44.94547825,IQ-G10,IQ-D062,,169,Markaz Al-Muqdadiya,Diyala,8021,0.021069692,7
226,id_471,6,Al-Muqdadiya,2402010,25825,Diyala,Al-Muqdadiya,Al Igaidat Village,قرية العكيدات,34.00534563,44.8864838,IQ-G10,IQ-D062,,56,Markaz Al-Muqdadiya,Diyala,8021,0.006981673,7
227,id_473,12,Al-Muqdadiya,2402012,25664,Diyala,Al-Muqdadiya,Al Lihayb Village,قرية اللهيب,34.0055888,44.87929659,IQ-G10,IQ-D062,,209,Markaz Al-Muqdadiya,Diyala,8021,0.026056601,13
228,id_477,6,Al-Khalis,2402016,26114,Diyala,Al-Muqdadiya,Al Shekha Village,قرية الشيخة,34.05767,44.98415,IQ-G10,IQ-D062,,151,Al-Mansouriyah,Diyala,13225,0.011417769,7
229,id_479,6,Al-Muqdadiya,2402018,25805,Diyala,Al-Muqdadiya,Al Somood Qtr,حي الصمود,33.9845665,44.94254278,IQ-G10,IQ-D062,,160,Markaz Al-Muqdadiya,Diyala,8021,0.019947637,7
230,id_48,18,Al-Kaim,2101029,66,Anbar,Al-Ka'im,Sadah,قرية سعده,34.36995574,41.0925883,IQ-G01,IQ-D005,IQ-P00398,231,Al-Karabla,Al-Anbar,6234,0.03705486,19
231,id_480,6,Al-Muqdadiya,2402019,11355,Diyala,Al-Muqdadiya,AlTaiha Qtr,قرية التايهة,34.03141312,44.9463326,IQ-G10,IQ-D062,IQ-P13302,312,Markaz Al-Muqdadiya,Diyala,8021,0.038897893,7
232,id_481,6,Al-Muqdadiya,2402020,25827,Diyala,Al-Muqdadiya,Al Tinaira Village,قرية الطنيرة,34.03037545,44.94447296,IQ-G10,IQ-D062,,138,Markaz Al-Muqdadiya,Diyala,8021,0.017204837,7
233,id_488,6,Al-Muqdadiya,2402027,25804,Diyala,Al-Muqdadiya,Al Mataar Qtr,حي المطار,33.98943701,44.94856754,IQ-G10,IQ-D062,,380,Markaz Al-Muqdadiya,Diyala,8021,0.047375639,7
234,id_49,6,Al-Kaim,2101030,156,Anbar,Al-Ka'im,Wazeeriya,حي الوزيرية,34.38141702,41.03977263,IQ-G01,IQ-D005,IQ-P00401,255,Al-Karabla,Al-Anbar,6234,0.040904716,7
235,id_492,6,Al-Muqdadiya,2402031,26026,Diyala,Al-Muqdadiya,Hembes Village,قرية حمبس,34.02645604,44.92557968,IQ-G10,IQ-D062,,203,Markaz Al-Muqdadiya,Diyala,8021,0.025308565,7
236,id_493,12,Al-Muqdadiya,2402032,11327,Diyala,Al-Muqdadiya,Imam Talib Village,قرية امام طالب,34.04016742,44.98807403,IQ-G10,IQ-D062,IQ-P13310,260,Markaz Al-Muqdadiya,Diyala,8021,0.032414911,13
237,id_498,6,Al-Muqdadiya,2402037,25948,Diyala,Al-Muqdadiya,Nofal village,قرية نوفل,34.04846,44.98265,IQ-G10,IQ-D062,,498,Markaz Al-Muqdadiya,Diyala,8021,0.062087022,7
238,id_5,12,Makhmour,1204017,13675,Erbil,Makhmur,Sherwany,شيرواني,35.77564291,43.58093878,IQ-G11,IQ-D066,IQ-P14558,337,Markaz Makhmour,Erbil,6226,0.054127851,16
239,id_513,6,Al-Muqdadiya,2402052,29674,Diyala,Al-Muqdadiya,Al Bayat Village,قرية البيات,34.00834,44.894758,IQ-G10,IQ-D062,,51,Markaz Al-Muqdadiya,Diyala,8021,0.006358309,7
240,id_514,12,Al-Muqdadiya,2402053,31720,Diyala,Al-Muqdadiya,Al Mahata Village,قرية المحطة,33.9901,44.9186,IQ-G10,IQ-D062,,125,Markaz Al-Muqdadiya,Diyala,8021,0.015584092,13
241,id_520,6,Khanaqin,2405072,25702,Diyala,Khanaqin,Al Husaini Village,قرية الحصيني,34.31110687,45.16255235,IQ-G10,IQ-D060,,220,Jalawla,Diyala,15936,0.013805221,7
242,id_525,6,Khanaqin,2405084,10747,Diyala,Khanaqin,Said Ahmed Village,قرية سيد احمد,34.2988418,45.17467038,IQ-G10,IQ-D060,IQ-P12895,67,Jalawla,Diyala,15936,0.004204317,7
243,id_528,6,Khanaqin,2405087,27392,Diyala,Khanaqin,17Tamooz Qtr,حي 17 تموز,34.18558418,45.12080844,IQ-G10,IQ-D060,,378,Al-Saadiya,Diyala,15936,0.02371988,7
244,id_531,6,Khanaqin,2405090,29506,Diyala,Khanaqin,Al Rabe Al Thaniya Qtr,حي الربيع الثانية,34.197619,45.126844,IQ-G10,IQ-D060,,256,Al-Saadiya,Diyala,15936,0.016064257,7
245,id_537,6,Khanaqin,2405096,29570,Diyala,Khanaqin,Al Shuhada Qtr,حي الشهداء,34.2794886,45.16793514,IQ-G10,IQ-D060,,300,Jalawla,Diyala,15936,0.018825301,7
246,id_538,6,Khanaqin,2405097,29569,Diyala,Khanaqin,Al Jamahir Qtr,حي الجماهير,34.27707562,45.16680181,IQ-G10,IQ-D060,,300,Jalawla,Diyala,15936,0.018825301,7
247,id_54,6,Al-Kaim,2101036,33466,Anbar,Al-Ka'im,Al Baghoz village ,قرية الباغوز,34.43,41.1,IQ-G01,IQ-D005,,119,Al-Rummaneh,Al-Anbar,6234,0.019088868,7
248,id_544,6,Khanaqin,2405103,31745,Diyala,Khanaqin,Alkhadra Qtr Sector 2,حي الخضراء قطاع 2,34.28763,45.163473,,,,280,Jalawla,Diyala,15936,0.017570281,7
249,id_548,6,Khanaqin,2405107,31749,Diyala,Khanaqin,Al Oroba Qtr Sector 3,حي العروبة قطاع 3,34.277222,45.168333,,,,200,Jalawla,Diyala,15936,0.012550201,7
250,id_55,2,Al-Rutba,2102001,165,Anbar,Al-Rutba,Al Askaree,حي العسكري,33.03800189,40.30296999,IQ-G01,IQ-D007,IQ-P00503,215,Markaz Al-Rutba,Al-Anbar,4675,0.045989305,3
251,id_554,6,Khanaqin,2405113,31755,Diyala,Khanaqin,Al Jamahir Qtr Sector 4,حي الجماهير قطاع 4,34.268611,45.172222,,,,370,Jalawla,Diyala,15936,0.023217871,7
252,id_556,6,Khanaqin,2405115,31757,Diyala,Khanaqin,Al Jamahir Qtr Sector 6,حي الجماهير قطاع 6,34.268333,45.168333,,,,325,Jalawla,Diyala,15936,0.020394076,7
253,id_557,6,Khanaqin,2405116,31758,Diyala,Khanaqin,Al Shuhada Qtr Sector 2,حي الشهداء قطاع 2,34.278611,45.176389,,,,320,Jalawla,Diyala,15936,0.020080321,7
254,id_558,6,Khanaqin,2405117,31759,Diyala,Khanaqin,Al Shuhada Qtr Sector 3,حي الشهداء قطاع 3,34.284167,45.171667,,,,320,Jalawla,Diyala,15936,0.020080321,7
255,id_56,5,Al-Rutba,2102002,150,Anbar,Al-Rutba,Al Haara,حي الحارة,33.03761591,40.28425391,IQ-G01,IQ-D007,IQ-P00504,536,Markaz Al-Rutba,Al-Anbar,4675,0.114652406,6
256,id_561,6,Khanaqin,2405120,31762,Diyala,Khanaqin,Al Shuhada Qtr Sector 6,حي الشهداء قطاع 6,34.276111,45.179444,,,,475,Jalawla,Diyala,15936,0.029806727,7
257,id_564,18,Khanaqin,2405123,31765,Diyala,Khanaqin,Al Wehdaa Qtr Sector 4,حي الوحدة قطاع 4,34.264444,45.161944,,,,325,Jalawla,Diyala,15936,0.020394076,19
258,id_57,4,Al-Rutba,2102006,231,Anbar,Al-Rutba,Al Wadi,حي الوادي,33.03966421,40.28349821,IQ-G01,IQ-D007,IQ-P00505,344,Markaz Al-Rutba,Al-Anbar,4675,0.073582888,5
259,id_58,12,Al-Rutba,2102007,23935,Anbar,Al-Rutba,Al-Daraemah Village,قرية الدراعمة,33.04302668,40.38036455,IQ-G01,IQ-D007,IQ-P00509,412,Markaz Al-Rutba,Al-Anbar,4675,0.088128342,13
260,id_59,13,Al-Rutba,2102008,167,Anbar,Al-Rutba,Antesar,حي الانتصار,33.03126564,40.29927096,IQ-G01,IQ-D007,IQ-P00513,983,Markaz Al-Rutba,Al-Anbar,4675,0.21026738,14
261,id_592,18,Al-Hawiga,2601011,15191,Kirkuk,Al-Hawiga,Al-zab,مركز ناحية الزاب,35.26433,43.45077,IQ-G13,IQ-D075,IQ-P17009,1510,Al-Zab,Kirkuk,23488,0.064288147,19
262,id_597,12,Al-Hawiga,2601022,14934,Kirkuk,Al-Hawiga,Helwa Olia,قرية حلوة عليا,35.491102,43.780983,IQ-G13,IQ-D075,IQ-P17122,465,Al-Zab,Kirkuk,23488,0.019797343,13
263,id_599,6,Al-Hawiga,2601024,15416,Kirkuk,Al-Hawiga,Hilwa middle,قرية حلوة وسطى,35.472569,43.754576,IQ-G13,IQ-D075,IQ-P17127,680,Al-Zab,Kirkuk,23488,0.028950954,7
264,id_6,6,Makhmour,1204018,27244,Erbil,Makhmur,Saray(markez bazar),سراي(مركز بازار),35.77545143,43.57846638,IQ-G11,IQ-D066,,540,Markaz Makhmour,Erbil,6226,0.086733055,10
265,id_60,1,Al-Rutba,2102010,189,Anbar,Al-Rutba,Germany Company Location,مجمع الشركة الالمانية,33.042615,40.34148,IQ-G01,IQ-D007,IQ-P00516,227,Markaz Al-Rutba,Al-Anbar,4675,0.04855615,2
266,id_602,6,Al-Hawiga,2601030,24085,Kirkuk,Al-Hawiga,Qadissiya-101,حي القادسية 101,35.325724,43.782384,IQ-G13,IQ-D075,IQ-P17226,180,Markaz Al-Hawiga,Kirkuk,23488,0.007663488,7
267,id_605,12,Al-Hawiga,2601034,24362,Kirkuk,Al-Hawiga,Shamitt Village,قرية شميط,35.2977,43.5263,IQ-G13,IQ-D075,,1560,Al-Zab,Kirkuk,23488,0.066416894,13
268,id_609,6,Al-Hawiga,2601039,15275,Kirkuk,Al-Hawiga,Al-Abassy center,مركز العباسي,35.27574041,43.5971127,IQ-G13,IQ-D075,IQ-P16926,1510,Al-Abbasi,Kirkuk,23488,0.064288147,7
269,id_61,11,Al-Rutba,2102011,23888,Anbar,Al-Rutba,Gharb Al-Wadi,حي غرب الوادي,33.04245523,40.27787723,IQ-G01,IQ-D007,IQ-P00517,751,Markaz Al-Rutba,Al-Anbar,4675,0.160641711,12
270,id_62,6,Al-Rutba,2102014,166,Anbar,Al-Rutba,Hay Al Meethagh,حي الميثاق,33.03197354,40.29032729,IQ-G01,IQ-D007,IQ-P00521,443,Markaz Al-Rutba,Al-Anbar,4675,0.094759358,7
271,id_63,12,Al-Rutba,2102016,233,Anbar,Al-Rutba,Hay Al-Matar,حي المطار,33.03461084,40.28655285,IQ-G01,IQ-D007,IQ-P00518,689,Markaz Al-Rutba,Al-Anbar,4675,0.147379679,13
272,id_631,6,Al-Hawiga,2601062,15393,Kirkuk,Al-Hawiga,Al-Khatoonia,قرية الخاتونية,35.3424,44.0069,IQ-G13,IQ-D075,IQ-P17135,55,Al-Riyadh,Kirkuk,23488,0.002341621,7
273,id_632,6,Al-Hawiga,2601063,33228,Kirkuk,Al-Hawiga,Hawd Sittah village,قرية حوض ستة,35.3248,43.636,,,,775,Al-Abbasi,Kirkuk,23488,0.032995572,7
274,id_64,1,Al-Rutba,2102021,23936,Anbar,Al-Rutba,Rumilah Village,قرية رميلة,33.06022091,40.34570459,IQ-G01,IQ-D007,IQ-P00524,75,Markaz Al-Rutba,Al-Anbar,4675,0.016042781,2
275,id_641,6,Al-Hawiga,2601072,33262,Kirkuk,Al-Hawiga,Namisa Village,قرية نميصة,35.308887,43.548085,,,,260,Al-Zab,Kirkuk,23488,0.011069482,7
276,id_647,6,Al-Hawiga,2601078,14868,Kirkuk,Al-Hawiga,Shamllan village,قرية شملان,35.390949,43.804969,IQ-G13,IQ-D075,IQ-P17281,89,Markaz Al-Hawiga,Kirkuk,23488,0.003789169,7
277,id_65,12,Ana,2103001,248,Anbar,Ana,Al bor (Shishan),حي العبور,34.36678805,41.97443325,IQ-G01,IQ-D001,IQ-P00001,164,Markaz Ana,Al-Anbar,4770,0.034381551,13
278,id_652,6,Al-Hawiga,2601083,15204,Kirkuk,Al-Hawiga,Digail Village,قرية دغيلة,35.2471,43.8155,IQ-G13,IQ-D075,IQ-P17045,25,Al-Riyadh,Kirkuk,23488,0.001064373,7
279,id_67,12,Ana,2103003,252,Anbar,Ana,Al Tadamon,حي التضامن,34.36428013,41.98145309,IQ-G01,IQ-D001,IQ-P00003,240,Markaz Ana,Al-Anbar,4770,0.050314465,13
280,id_671,6,Al-Hawiga,2601102,14896,Kirkuk,Al-Hawiga,Hay Al-Nasir ( Hawija ),حي النصر (الحويجة),35.32258,43.76905,IQ-G13,IQ-D075,IQ-P16980,130,Markaz Al-Hawiga,Kirkuk,23488,0.005534741,7
281,id_68,6,Ana,2103004,23937,Anbar,Ana,Al-Awany Village,قرية العواني,34.46573914,41.73122316,IQ-G01,IQ-D001,IQ-P00004,124,Rawa,Al-Anbar,4770,0.025995807,7
283,id_69,6,Ana,2103005,250,Anbar,Ana,Hay Al Nasir,حي النصر,34.36779422,41.99272005,IQ-G01,IQ-D001,IQ-P00009,234,Markaz Ana,Al-Anbar,4770,0.049056604,7
284,id_692,6,Al-Hawiga,2601123,15339,Kirkuk,Al-Hawiga,Al Manzala Village,قرية المنزلة,35.38148,43.87222,IQ-G13,IQ-D075,IQ-P17191,55,Markaz Al-Hawiga,Kirkuk,23488,0.002341621,7
285,id_7,12,Makhmour,1204019,13500,Erbil,Makhmur,Bndiyan,بنديان,35.77626707,43.58273364,IQ-G11,IQ-D066,IQ-P14198,262,Markaz Makhmour,Erbil,6226,0.042081593,16
286,id_70,6,Ana,2103006,251,Anbar,Ana,Hay Al Qadissiyah,حي القادسية,34.37749089,41.98337462,IQ-G01,IQ-D001,IQ-P00010,207,Markaz Ana,Al-Anbar,4770,0.043396226,7
287,id_71,6,Ana,2103007,253,Anbar,Ana,Hay Al Salam,حي السلام,34.37150561,41.97490128,IQ-G01,IQ-D001,IQ-P00011,188,Markaz Ana,Al-Anbar,4770,0.039412998,7
288,id_719,30,Daquq,2602005,14786,Kirkuk,Daquq,Fareeq Awa,حي فريق اوه,35.13463604,44.43581851,IQ-G13,IQ-D074,IQ-P16626,120,Markaz Daquq,Kirkuk,1295,0.092664093,31
289,id_720,18,Daquq,2602006,24238,Kirkuk,Daquq,Hay Al Motajawizeen,حي منطقة متجاوزين,35.1470456,44.4522298,IQ-G13,IQ-D074,IQ-P16759,80,Markaz Daquq,Kirkuk,1295,0.061776062,19
290,id_726,6,Daquq,2602021,29631,Kirkuk,Daquq,Arab Koy village,قرية عرب كوي,35.066888,44.38886,IQ-G13,IQ-D074,,70,Markaz Daquq,Kirkuk,1295,0.054054054,7
291,id_727,12,Daquq,2602024,31725,Kirkuk,Daquq,Hay Gulan,حي كولان,35.14432821,44.45557782,,,,90,Markaz Daquq,Kirkuk,1295,0.069498069,13
292,id_729,6,Daquq,2602027,15139,Kirkuk,Daquq,Khaled bin Waleed village,قرية خالد بن الوليد,35.20333,44.36444,IQ-G13,IQ-D074,IQ-P16678,85,Markaz Daquq,Kirkuk,1295,0.065637066,7
293,id_73,6,Ana,2103009,23799,Anbar,Ana,Hay Al ZeraI,حي الزراعي,34.3731532,41.99536369,IQ-G01,IQ-D001,IQ-P00013,166,Markaz Ana,Al-Anbar,4770,0.034800839,7
294,id_731,12,Daquq,2602029,14788,Kirkuk,Daquq,Wahda village,قرية الوحدة,35.210085,44.38053,IQ-G13,IQ-D074,IQ-P16544,80,Markaz Daquq,Kirkuk,1295,0.061776062,13
295,id_732,18,Daquq,2602030,21814,Kirkuk,Daquq,Saad Bin Waqqas village,قرية سعد بن الوقاص,35.20031,44.35599,IQ-G13,IQ-D074,IQ-P16769,195,Markaz Daquq,Kirkuk,1295,0.150579151,19
296,id_738,18,Kirkuk,2603001,22289,Kirkuk,Kirkuk,Al Faylaq-Mahala 5,حي الفيلق-5,35.47617352,44.36989789,IQ-G13,IQ-D076,IQ-P17696,1125,Markaz Kirkuk,Kirkuk,27020,0.041635825,19
297,id_745,24,Kirkuk,2603012,25556,Kirkuk,Kirkuk,Darwaza,دروازة,35.47339866,44.42337455,IQ-G13,IQ-D076,,3000,Markaz Kirkuk,Kirkuk,27020,0.111028868,25
298,id_752,18,Kirkuk,2603029,21702,Kirkuk,Kirkuk,Hay Azadi,حي ازادي,35.48144527,44.40941294,IQ-G13,IQ-D076,IQ-P17587,4000,Markaz Kirkuk,Kirkuk,27020,0.14803849,19
299,id_756,30,Kirkuk,2603038,14530,Kirkuk,Kirkuk,Panja Ali,بنجه علي,35.43692001,44.42867998,IQ-G13,IQ-D076,IQ-P17753,4450,Markaz Kirkuk,Kirkuk,27020,0.16469282,31
300,id_757,12,Kirkuk,2603044,14763,Kirkuk,Kirkuk,Rahim Awa,رحيم اوه,35.4974936,44.39453965,IQ-G13,IQ-D076,IQ-P17795,5500,Markaz Kirkuk,Kirkuk,27020,0.203552924,13
301,id_758,6,Kirkuk,2603045,23634,Kirkuk,Kirkuk,Runaki,حي روناكي,35.44568064,44.39848883,IQ-G13,IQ-D076,IQ-P17800,250,Markaz Kirkuk,Kirkuk,27020,0.009252406,7
302,id_767,12,Kirkuk,2603066,31726,Kirkuk,Kirkuk,Al-Qadisssiya(Rabareen) first,حي الانتفاضة-رابرين-(القادسية سابقا) اول,35.41471699,44.41200376,,,,1000,Markaz Kirkuk,Kirkuk,27020,0.037009623,13
303,id_768,12,Kirkuk,2603067,31727,Kirkuk,Kirkuk,Al-Qadisssiya(Rabareen) seconad,حي الانتفاضة-رابرين-(القادسية سابقا) ثاني,35.42690647,44.41421748,,,,1100,Markaz Kirkuk,Kirkuk,27020,0.040710585,13
304,id_77,6,Ana,2104002,264,Anbar,Ra'ua,Al Qaala,حي القلعة,34.46461943,41.91451614,IQ-G01,IQ-D008,IQ-P00531,273,Rawa,Al-Anbar,4770,0.057232704,7
305,id_777,6,Daquq,2603079,14930,Kirkuk,Kirkuk,Karha Rufaiaa village,قرية كرحة رفيعة,35.1268,44.01578,IQ-G13,IQ-D075,IQ-P16945,16,Al-Rashad,Kirkuk,1295,0.012355212,7
306,id_78,6,Ana,2104003,23861,Anbar,Ra'ua,Al-Hidayah,حي الهداية,34.47546565,41.91331008,IQ-G01,IQ-D008,IQ-P00534,209,Rawa,Al-Anbar,4770,0.043815514,7
307,id_780,49,Dibis,2604001,14375,Kirkuk,Dabes,Altun Kupri Center,مركز ناحية التون كوبري,35.75626625,44.13984071,IQ-G13,IQ-D073,IQ-P16356,866,Altun Qupri,Kirkuk,1196,0.724080268,51
308,id_782,6,Dibis,2604010,14407,Kirkuk,Dabes,Qashqaiyah village,قرية قوشقاية,35.60065,44.20406,IQ-G13,IQ-D073,IQ-P16480,135,Markaz Dibis,Kirkuk,1196,0.112876254,7
309,id_783,5,Dibis,2604011,15463,Kirkuk,Dabes,Qutan village,قرية قوتان,35.60376,44.24989,IQ-G13,IQ-D073,IQ-P16482,70,Markaz Dibis,Kirkuk,1196,0.058528428,6
310,id_785,1,Dibis,2604013,33383,Kirkuk,Dabes,Hay Kurdistan,حي كوردستان,35.6753,44.06653,,,,40,Markaz Dibis,Kirkuk,1196,0.033444816,2
311,id_786,2,Dibis,2604014,33382,Kirkuk,Dabes,Hay Rabareen,حي رابرين,35.67457,44.07373,,,,30,Markaz Dibis,Kirkuk,1196,0.025083612,3
312,id_787,2,Dibis,2604015,33384,Kirkuk,Dabes,Hay Diyarbakir,حي دياربكر,35.66829,44.08248,,,,25,Markaz Dibis,Kirkuk,1196,0.02090301,3
313,id_788,138,Al-Baaj,2702001,17703,Ninewa,Al-Ba'aj,Markaz Baaj,مركز بعاج,36.04688,41.71599,IQ-G15,IQ-D084,IQ-P19746,1284,Markaz Al-Baaj,Ninewa,1768,0.726244344,143
314,id_789,6,Al-Baaj,2702002,33431,Ninewa,Al-Ba'aj,Al-Rashediyah,الرشيدية,36.125506,41.572871,,,,25,Al-Qahtanya,Ninewa,1768,0.014140271,7
315,id_79,6,Ana,2104004,267,Anbar,Ra'ua,Hay Al Qadissiyah,حي القادسية,34.48708112,41.90780699,IQ-G01,IQ-D008,IQ-P00546,286,Rawa,Al-Anbar,4770,0.059958071,7
316,id_791,6,Al-Baaj,2702004,33432,Ninewa,Al-Ba'aj,Abu-Rasen,ابو راسين,36.075384,41.581558,,,,27,Al-Qahtanya,Ninewa,1768,0.015271493,7
317,id_796,6,Al-Baaj,2702009,33430,Ninewa,Al-Ba'aj,Al-Sahrej,الصهريج,36.007418,41.756375,,,,34,Markaz Al-Baaj,Ninewa,1768,0.019230769,7
318,id_799,6,Al-Baaj,2702012,33446,Ninewa,Al-Ba'aj,Sibaya Village,قرية سيباية,35.996798,41.593421,,,,94,Markaz Al-Baaj,Ninewa,1768,0.053167421,7
319,id_80,12,Ana,2104005,23640,Anbar,Ra'ua,Hay Al Salam,حي السلام ,34.4877889,41.92430322,IQ-G01,IQ-D008,IQ-P00547,173,Rawa,Al-Anbar,4770,0.036268344,13
320,id_800,12,Al-Baaj,2702013,33600,Ninewa,Al-Ba'aj,Wardeya,قرية وردية,36.279515,41.727774,IQ-G15,IQ-D084,,63,Al-Qahtanya,Ninewa,1768,0.035633484,13
321,id_801,6,Al-Hamdaniya,2703002,22314,Ninewa,Al-Hamdaniya,Al-ghadeer complex,مجمع الغدير,36.350965,43.343227,IQ-G15,IQ-D085,IQ-P19765,890,Bartilla,Ninewa,28387,0.03135238,7
322,id_808,6,Al-Hamdaniya,2703010,21939,Ninewa,Al-Hamdaniya,Shaquli village,قرية شاقولي,36.321536,43.448915,IQ-G15,IQ-D085,IQ-P19879,647,Bartilla,Ninewa,28387,0.022792123,7
323,id_809,12,Al-Hamdaniya,2703011,17930,Ninewa,Al-Hamdaniya,Tahrawa Village,قرية طهراوة,36.343993,43.325751,IQ-G15,IQ-D085,IQ-P19880,774,Bartilla,Ninewa,28387,0.027266002,13
324,id_816,6,Al-Hamdaniya,2703022,29684,Ninewa,Al-Hamdaniya,Kubaiba village,قرية كبيبة,36.01433491,43.37715646,IQ-G15,IQ-D085,,216,Namroud,Ninewa,28387,0.007609117,7
