,id_sampl,Survey,strata,psu,DTM.Round,Place.ID,Governorate,District,Location.Name,Arabic.Name,Latitude,Longitude,pop,COD_Subdistrict,COD_Governorate,SumDist,proba,survey_buffer
174,id_1945,13,Dibis,2604007,109,15674,Kirkuk,Dabes,Hay Al-Shuhadaa,حي الشهداء,35.6705349,44.07088684,97,Markaz Dibis,Kirkuk,351,0.276353276,14
175,id_1946,42,Aqra,2701001,109,17734,Ninewa,Akre,Akre,عقرة,36.73616411,43.87393894,1690,Kurdsein,Ninewa,4121,0.410094637,44
176,id_1948,6,Aqra,2701003,109,8789,Ninewa,Akre,Amyan,اميان,36.53748275,43.60348475,20,Bardarash,Ninewa,4121,0.004853191,7
177,id_1949,12,Aqra,2701004,109,18256,Ninewa,Akre,Banasur,بانسور,36.70939704,43.97268528,53,Kurdsein,Ninewa,4121,0.012860956,13
178,id_1950,48,Aqra,2701005,109,8783,Ninewa,Akre,Bardarash,بردرش,36.50505246,43.59575335,962,Bardarash,Ninewa,4121,0.233438486,50
179,id_1953,6,Aqra,2701009,109,8776,Ninewa,Akre,Daratu,دارتو,36.47780181,43.72561145,109,Bardarash,Ninewa,4121,0.026449891,7
180,id_1956,5,Al-Hamdaniya,2701012,109,24581,Ninewa,Akre,Kalak,كلكك,36.27122321,43.63671488,642,Markaz Al-Hamdaniya,Ninewa,4461,0.143913921,6
181,id_1958,6,Aqra,2701014,109,17012,Ninewa,Akre,Khalilkan,خليلكان,36.69336203,43.61289124,68,Kurdsein,Ninewa,4121,0.016500849,7
182,id_196,6,Erbil,1202034,109,25727,Erbil,Erbil,Kani Qarzhala,كاني قرشالة,36.2067298,43.859973,182,Markaz Erbil,Erbil,26281,0.006925155,7
183,id_1961,24,Aqra,2701017,109,24580,Ninewa,Akre,Roviya,روفيا,36.61804222,43.70102347,687,Bardarash,Ninewa,4121,0.16670711,25
184,id_1971,6,Al-Shikhan,2701033,109,29626,Ninewa,Akre,Husseini,حسيني,36.64160093,43.580675,16,Qasruk,Ninewa,3902,0.004100461,7
185,id_1972,6,Aqra,2701034,109,29627,Ninewa,Akre,Yakmala,يكمالا,36.65290357,43.7261729,38,Kurdsein,Ninewa,4121,0.009221063,7
186,id_1973,1,Al-Hamdaniya,2701035,109,33475,Ninewa,Akre,Zangal,زنكل,36.23354303,43.6080352,48,Markaz Al-Hamdaniya,Ninewa,4461,0.010759919,2
187,id_1974,53,Al-Baaj,2702001,109,17703,Ninewa,Al-Ba'aj,Markaz Baaj,مركز بعاج,36.04688,41.71599,226,Markaz Al-Baaj,Ninewa,226,1,55
188,id_1982,3,Al-Hamdaniya,2703038,109,17903,Ninewa,Al-Hamdaniya,Al-Salamiyah Village,قرية السلامية,36.14467202,43.31112398,25,Namroud,Ninewa,4461,0.005604125,4
189,id_1985,48,Al-Shikhan,2704002,109,17752,Ninewa,Al-Shikhan,Baadre,باعدري,36.72342984,43.25191703,688,Markaz Al-Shikhan,Ninewa,3902,0.176319836,50
190,id_1988,6,Al-Shikhan,2704006,109,21008,Ninewa,Al-Shikhan,Chira,جرة,36.64066507,43.5255234,187,Qasruk,Ninewa,3902,0.047924141,7
191,id_1992,24,Al-Shikhan,2704011,109,18058,Ninewa,Al-Shikhan,Kalakchi,كلكجي,36.58809679,43.5243074,301,Qasruk,Ninewa,3902,0.077139928,25
192,id_1993,6,Al-Shikhan,2704012,109,17535,Ninewa,Al-Shikhan,Mahad,مهد,36.64666962,43.4132665,250,Markaz Al-Shikhan,Ninewa,3902,0.064069708,7
193,id_1995,12,Al-Shikhan,2704015,109,18199,Ninewa,Al-Shikhan,Qasrok,قسروك,36.69973886,43.59804042,310,Qasruk,Ninewa,3902,0.079446438,13
194,id_1996,90,Al-Shikhan,2704016,109,17333,Ninewa,Al-Shikhan,Shekhan,شيخان,36.68585032,43.35063142,1678,Markaz Al-Shikhan,Ninewa,3902,0.430035879,93
195,id_200,6,Erbil,1202039,109,13472,Erbil,Erbil,Kawergosk,كوركوسك,36.3479462,43.7995044,195,Markaz Erbil,Erbil,26281,0.007419809,7
196,id_201,58,Al-Hamdaniya,1202040,109,12821,Erbil,Erbil,Khabat,خبات,36.2768827,43.6681613,3665,Markaz Al-Hamdaniya,Ninewa,4461,0.821564672,60
197,id_2016,6,Al-Mosul,2706003,109,24549,Ninewa,Mosul,Al Harmaat,الهرمات,36.3624,43.0716,733,Al-Muhamadath,Ninewa,17462,0.041976864,7
198,id_2017,6,Al-Mosul,2706004,109,18361,Ninewa,Mosul,Al jazaer,حي الجزائر,36.35643987,43.16710913,700,Al-Muhamadath,Ninewa,17462,0.040087046,7
199,id_2018,60,Tilkaef,2706006,109,18377,Ninewa,Mosul,Al rasheediya,الرشيدية,36.40323668,43.08892338,1600,Markaz Tilkaef,Ninewa,4150,0.385542169,62
200,id_2020,6,Al-Mosul,2706010,109,18356,Ninewa,Mosul,Al tahreer,التحرير,36.39094441,43.20379826,290,Al-Muhamadath,Ninewa,17462,0.016607491,7
201,id_2021,6,Al-Mosul,2706011,109,25066,Ninewa,Mosul,Al Tanak,التنك,36.341839,43.052996,285,Al-Muhamadath,Ninewa,17462,0.016321155,7
202,id_2039,6,Al-Mosul,2706033,109,18372,Ninewa,Mosul,Al-Wahda,الوحدة,36.32498049,43.19159784,375,Al-Muhamadath,Ninewa,17462,0.021475203,7
203,id_204,6,Erbil,1202043,109,21671,Erbil,Erbil,Kurd Stan,كوردستان,36.1235817,44.0505614,145,Markaz Erbil,Erbil,26281,0.005517294,7
204,id_2043,12,Al-Mosul,2706043,109,18314,Ninewa,Mosul,Hay Al Intisar,الانتصار,36.32160352,43.21841666,743,Al-Muhamadath,Ninewa,17462,0.042549536,13
205,id_2044,6,Al-Mosul,2706044,109,18313,Ninewa,Mosul,Hay Al Islah Al Zirai,حي الاصلاح الزراعي,36.35024315,43.08533068,302,Al-Muhamadath,Ninewa,17462,0.017294697,7
206,id_2047,6,Al-Mosul,2706048,109,18370,Ninewa,Mosul,Hay Al Tammem,التاميم,36.3555135,43.19241969,360,Al-Muhamadath,Ninewa,17462,0.020616195,7
207,id_2058,6,Al-Mosul,2706082,109,18365,Ninewa,Mosul,Al-Amil,العامل,36.32280772,43.09236869,53,Al-Muhamadath,Ninewa,17462,0.003035162,7
208,id_2065,6,Tilkaef,2706097,109,20796,Ninewa,Mosul,Bysan,بيسان,36.40851964,43.10460984,51,Markaz Tilkaef,Ninewa,4150,0.012289157,7
209,id_2068,6,Al-Mosul,2706106,109,18363,Ninewa,Mosul,Hay alsedeeq,حي الصديق,36.38943197,43.1549284,450,Al-Muhamadath,Ninewa,17462,0.025770244,7
210,id_2096,6,Al-Mosul,2706188,109,18388,Ninewa,Mosul,Alqadisiya Al-thaniya,القادسية الثانية,36.37599553,43.19914859,102,Al-Muhamadath,Ninewa,17462,0.005841255,7
211,id_2097,6,Al-Mosul,2706189,109,31915,Ninewa,Mosul,Al-Falah,حي الفلاح,36.39309047,43.1805475,79,Al-Muhamadath,Ninewa,17462,0.004524109,7
212,id_2140,18,Al-Mosul,2706326,109,22510,Ninewa,Mosul,Ninewa Sharqiya,نينوى الشرقية,36.348913,43.171618,829,Al-Muhamadath,Ninewa,17462,0.047474516,19
213,id_2143,6,Sinjar,2707004,109,17845,Ninewa,Sinjar,Khana sor,خانصور,36.46474075,41.63105551,500,Al-Shamal,Ninewa,4086,0.122369065,7
214,id_2144,24,Sinjar,2707005,109,17928,Ninewa,Sinjar,Sinuni center,مركز سنوني,36.46593984,41.70783645,870,Al-Shamal,Ninewa,4086,0.212922173,25
215,id_2146,6,Sinjar,2707008,109,27285,Ninewa,Sinjar,Borek,بورك ,36.49436739,41.8687921,160,Al-Shamal,Ninewa,4086,0.039158101,7
216,id_2148,6,Sinjar,2707011,109,27288,Ninewa,Sinjar,Karsi ,كرسي,36.37716463,41.68759104,89,Al-Shamal,Ninewa,4086,0.021781694,7
217,id_2153,6,Sinjar,2707016,109,27361,Ninewa,Sinjar,Wary Bahdo,واري بهدو,36.38116896,41.79363204,80,Al-Shamal,Ninewa,4086,0.01957905,7
218,id_2154,6,Sinjar,2707017,109,27362,Ninewa,Sinjar,Sardashty,سردشتي,36.37382358,41.74987389,236,Al-Shamal,Ninewa,4086,0.057758199,7
219,id_2156,6,Sinjar,2707019,109,27364,Ninewa,Sinjar,Melik,ملك,36.37235271,41.70847722,110,Al-Shamal,Ninewa,4086,0.026921194,7
220,id_216,12,Erbil,1202057,109,13400,Erbil,Erbil,Qushtapa centre,مركز قوشتبة,36.00809847,44.03730797,1235,Qushtappa,Erbil,26281,0.046992124,13
221,id_2164,12,Sinjar,2707029,109,27403,Ninewa,Sinjar,Ashti & Heriko,اشتي و هريكو,36.45279404,41.71137115,118,Al-Shamal,Ninewa,4086,0.028879099,13
222,id_2167,6,Sinjar,2707034,109,28418,Ninewa,Sinjar,Darki Qawala,داركي قوالا,36.37582925,41.76936171,67,Al-Shamal,Ninewa,4086,0.016397455,7
223,id_2172,6,Sinjar,2707042,109,29676,Ninewa,Sinjar,Hay Yarmok,حي يرموك,36.32001886,41.87420394,50,Markaz Sinjar,Ninewa,4086,0.012236907,7
224,id_2173,12,Sinjar,2707043,109,23667,Ninewa,Sinjar,Rozh Halat,حي روز هلات,36.31836665,41.87542966,296,Markaz Sinjar,Ninewa,4086,0.072442487,13
225,id_2177,6,Sinjar,2707048,109,32090,Ninewa,Sinjar,Hay Alzeraee,حي الزراعي,36.32152311,41.86451247,108,Markaz Sinjar,Ninewa,4086,0.026431718,7
226,id_2178,6,Telafar,2708003,109,23168,Ninewa,Telafar,Al Muthalatha village,المثلثة,36.62850008,42.28306993,175,Rabia,Ninewa,1881,0.093035619,7
227,id_218,6,Erbil,1202060,109,21899,Erbil,Erbil,Rizgari,رزكاري,36.2797368,43.7342037,705,Markaz Erbil,Erbil,26281,0.026825463,7
228,id_2181,12,Telafar,2708011,109,25944,Ninewa,Telafar,Qasabat Zummar,قصبة زمار,36.65599757,42.59842495,90,Zummar,Ninewa,1881,0.04784689,13
229,id_2184,24,Telafar,2708026,109,18308,Ninewa,Telafar,Hay Al Askari,حي العسكري,36.80246191,42.09719064,453,Rabia,Ninewa,1881,0.240829346,25
230,id_2187,18,Telafar,2708029,109,25807,Ninewa,Telafar,Hay althahabe,الحي الذهبي,36.80170925,42.09488672,55,Rabia,Ninewa,1881,0.029239766,19
231,id_2191,6,Telafar,2708047,109,17614,Ninewa,Telafar,Tal Ismair,قرية تل سمير,36.7503097,42.17044605,26,Rabia,Ninewa,1881,0.013822435,7
232,id_2204,6,Telafar,2708066,109,18262,Ninewa,Telafar,abu khushub,قرية ابوخشب,36.74144385,42.12261968,22,Rabia,Ninewa,1881,0.011695906,7
233,id_2209,6,Telafar,2708081,109,28439,Ninewa,Telafar,Tal Talab vilage,قرية تل طلب,36.74584971,42.20259762,18,Rabia,Ninewa,1881,0.009569378,7
234,id_2211,6,Telafar,2708084,109,28442,Ninewa,Telafar,Mushah vilage,قرية موشة,36.715832,42.32532036,28,Rabia,Ninewa,1881,0.014885699,7
235,id_2214,6,Telafar,2708089,109,28451,Ninewa,Telafar,Karsur vilage,قرية كرصور,36.73213176,42.38974846,40,Rabia,Ninewa,1881,0.021265284,7
236,id_2215,6,Telafar,2708090,109,28450,Ninewa,Telafar,Ewaynat vilage,قرية عوينات,36.68093122,42.39516761,67,Rabia,Ninewa,1881,0.035619351,7
237,id_2218,6,Telafar,2708098,109,29609,Ninewa,Telafar,Abu hajarah,ابو حجرة,36.58657087,42.2895389,75,Al-Ayadiya,Ninewa,1881,0.039872408,7
238,id_2221,12,Tilkaef,2709003,109,24600,Ninewa,Tilkaif,Al Qawsiyat,القوسيات,36.44442116,43.09856266,740,Markaz Tilkaef,Ninewa,4150,0.178313253,13
239,id_2222,6,Tilkaef,2709005,109,17134,Ninewa,Tilkaif,Alqosh,القوش,36.73742222,43.09936576,130,Al-Qosh,Ninewa,4150,0.031325301,7
240,id_2225,18,Tilkaef,2709008,109,17569,Ninewa,Tilkaif,Beban,قرية بيبان,36.70057366,43.15320305,120,Al-Qosh,Ninewa,4150,0.028915663,19
241,id_2228,12,Tilkaef,2709011,109,17570,Ninewa,Tilkaif,Bozan,قرية بوزان,36.73324462,43.12786194,320,Al-Qosh,Ninewa,4150,0.077108434,13
242,id_2247,6,Tilkaef,2709038,109,22365,Ninewa,Tilkaif,Shaykhaka,قرية شيخكة,36.6900264,43.16369568,160,Al-Qosh,Ninewa,4150,0.038554217,7
243,id_2249,6,Tilkaef,2709041,109,18046,Ninewa,Tilkaif,Manara,منارة,36.615424,42.99184644,68,Markaz Tilkaef,Ninewa,4150,0.016385542,7
244,id_2251,6,Tilkaef,2709045,109,17959,Ninewa,Tilkaif,Tallsquf,تللسقف,36.59768094,43.10770353,290,Markaz Tilkaef,Ninewa,4150,0.069879518,7
245,id_2258,6,Al-Shirqat,2802003,109,23300,Salah al-Din,Al-Shirqat,Al Fajir village(Al Tasni),قرية الفجر,35.43946034,43.22140206,10,Markaz Al-Shirqat,Salah Al-Din,238,0.042016807,7
246,id_2260,18,Al-Shirqat,2802007,109,21005,Salah al-Din,Al-Shirqat,Hay Al Jumiala,حي الجميلة,35.49246842,43.23803175,52,Markaz Al-Shirqat,Salah Al-Din,238,0.218487395,19
247,id_2263,6,Al-Shirqat,2802013,109,20395,Salah al-Din,Al-Shirqat,Baaja,حاوي بعاجه حاوي-حضر,35.54432411,43.22555739,17,Markaz Al-Shirqat,Salah Al-Din,238,0.071428571,7
248,id_2264,42,Al-Shirqat,2802015,109,21004,Salah al-Din,Al-Shirqat,Hay Al Askari,الحي العسكري,35.51588268,43.23480221,33,Markaz Al-Shirqat,Salah Al-Din,238,0.138655462,44
249,id_2265,24,Al-Shirqat,2802016,109,24210,Salah al-Din,Al-Shirqat,Hay Al Qasbah,حي القصبة,35.52296803,43.23437674,37,Markaz Al-Shirqat,Salah Al-Din,238,0.155462185,25
250,id_2269,12,Al-Shirqat,2802028,109,21006,Salah al-Din,Al-Shirqat,Tal Al Jumiala area,تل بعاجة 1 وتل اجميلة ,35.51091783,43.23517864,31,Markaz Al-Shirqat,Salah Al-Din,238,0.130252101,13
251,id_2279,8,Beygee,2803010,109,22813,Salah al-Din,Baiji,Qaryat Al Sareen,مقاطعة 13 الحجاج والجيسات قرية الصرين,34.86225969,43.50445908,125,Markaz Beygee,Salah Al-Din,852,0.146713615,9
252,id_2280,15,Beygee,2803015,109,25706,Salah al-Din,Baiji,Albu Tuama Village,قرية البوطعمة,34.82145786,43.51617096,197,Markaz Beygee,Salah Al-Din,852,0.231220657,16
253,id_2281,10,Beygee,2803016,109,23388,Salah al-Din,Baiji,Al Hamra village,قرية الحمرة,34.75922381,43.601933,100,Markaz Beygee,Salah Al-Din,852,0.117370892,11
254,id_2282,13,Beygee,2803017,109,25921,Salah al-Din,Baiji,Al Hejaj Village-13,مقاطعة 13 الحجاج والجيسات-قرية الحجاج,34.8278145,43.51271931,210,Markaz Beygee,Salah Al-Din,852,0.246478873,14
255,id_2283,4,Beygee,2803018,109,20655,Salah al-Din,Baiji,Al Mazraa Village,قرية المزرعة,34.886529,43.489977,70,Markaz Beygee,Salah Al-Din,852,0.082159624,5
256,id_2284,12,Samarra,2804001,109,23140,Salah al-Din,Balad,Al Hardaniyah,قرية الحردانية ,34.07240208,44.15517228,190,Al-Muotasim,Salah Al-Din,4011,0.047369733,13
257,id_2287,6,Balad,2804005,109,20767,Salah al-Din,Balad,Albu Jewari,محلة البو جواري,34.06002525,44.21587071,183,Al-Duloeyah,Salah Al-Din,2702,0.067727609,9
258,id_2289,6,Balad,2804007,109,20770,Salah al-Din,Balad,Al-Duloeyah-Hay khazraj,محلة خزرج,34.04808189,44.21888015,209,Al-Duloeyah,Salah Al-Din,2702,0.077350111,9
259,id_2290,6,Balad,2804009,109,20773,Salah al-Din,Balad,Beshakan village,قرية بيشكان,34.03443349,44.2834157,187,Al-Duloeyah,Salah Al-Din,2702,0.069207994,10
260,id_2293,24,Balad,2804016,109,20921,Salah al-Din,Balad,Al-Juboor Village,قرية الجبور والحويجة ا,34.03252765,44.20768545,163,Al-Duloeyah,Salah Al-Din,2702,0.060325685,25
261,id_2297,6,Balad,2805001,109,20981,Salah al-Din,Al-Fares,14 Ramadhan,قرية 14 رمضان,33.740893,44.267094,25,Al-Dujeel,Salah Al-Din,2702,0.009252406,7
262,id_2299,6,Balad,2805005,109,25917,Salah al-Din,Al-Fares,Al Zuheari Village,قرية الزهيري,33.77033708,44.29196123,105,Al-Dujeel,Salah Al-Din,2702,0.038860104,7
263,id_2300,6,Balad,2805010,109,23920,Salah al-Din,Al-Fares,Hay Al Hussien,حي الحسين,33.84296372,44.24269182,177,Al-Dujeel,Salah Al-Din,2702,0.065507032,7
264,id_2303,12,Balad,2805016,109,25747,Salah al-Din,Al-Fares,Markaz Al-Dujeel-Al Shabab village,قرية الشباب,33.77310581,44.30550964,180,Al-Dujeel,Salah Al-Din,2702,0.066617321,13
265,id_2304,12,Balad,2805018,109,25746,Salah al-Din,Al-Fares,Markaz Al-Dujeel-Hay Al Wihda Mahala 101,محلة 101,33.84887071,44.2323658,165,Al-Dujeel,Salah Al-Din,2702,0.061065877,13
266,id_2305,12,Balad,2805019,109,25745,Salah al-Din,Al-Fares,Markaz Al-Dujeel-Hay Al Wihda Mahala 103,محلة 103,33.85066172,44.22862701,163,Al-Dujeel,Salah Al-Din,2702,0.060325685,13
267,id_2308,6,Samarra,2806003,109,21588,Salah al-Din,Samarra,Al Jubairiyah Al Thalitha,حي الواثق(22-جبيرية)الجبيرية الثالثة,34.18151073,43.90430697,340,Markaz Samarra,Salah Al-Din,4011,0.084766891,7
268,id_2310,6,Samarra,2806005,109,21723,Salah al-Din,Samarra,Al Qala-Mahal 201,مقاطعة 4 القلعة محلة 201,34.18205626,43.85564977,171,Markaz Samarra,Salah Al-Din,4011,0.04263276,7
269,id_2312,12,Samarra,2806008,109,20695,Salah al-Din,Samarra,Al-Abasiya Village,قرية العباسية,34.30092393,43.78381141,191,Dijla,Salah Al-Din,4011,0.047619048,13
270,id_2313,6,Samarra,2806009,109,20675,Salah al-Din,Samarra,Al-Efraz area,حي الافراز,34.20589121,43.9052745,144,Markaz Samarra,Salah Al-Din,4011,0.035901272,7
271,id_2314,6,Samarra,2806010,109,20674,Salah al-Din,Samarra,Al-Hewaish area,قرية الحويش,34.19515165,43.82151246,139,Al-Tharthar,Salah Al-Din,4011,0.0346547,7
272,id_2316,6,Samarra,2806012,109,20633,Salah al-Din,Samarra,Al-Shuhadaa-Mahalla 324,حي الشهداءم(25-عرموشية)محلة 324,34.19021906,43.9007253,222,Markaz Samarra,Salah Al-Din,4011,0.055347794,7
273,id_2318,6,Samarra,2806014,109,22580,Salah al-Din,Samarra,Hay Al Baladiya-104,م ق سامراء حي ابن سينا محلة 104,34.20429416,43.88811473,95,Markaz Samarra,Salah Al-Din,4011,0.023684867,7
274,id_2319,12,Samarra,2806015,109,22474,Salah al-Din,Samarra,Hay Al Dhubbat-Mahalla 334,حي الضباط م(25-عرموشية)محلة 334,34.19306987,43.89378701,122,Markaz Samarra,Salah Al-Din,4011,0.030416355,13
275,id_2320,6,Samarra,2806016,109,22584,Salah al-Din,Samarra,Hay Al Dubhat-Mahalla 336,حي الضباط م(25-عرموشية)محلة 336,34.19282827,43.89689561,74,Markaz Samarra,Salah Al-Din,4011,0.018449265,7
276,id_2328,6,Samarra,2806025,109,21594,Salah al-Din,Samarra,Hay Al Zuhoor(Al qala 4)Mahala 202,حي الزهور(4-القلعة)محلة 202,34.17983774,43.85630423,109,Markaz Samarra,Salah Al-Din,4011,0.027175268,7
277,id_2330,6,Samarra,2806027,109,20569,Salah al-Din,Samarra,Hay Al-Khathraa Mahala 322,حي الخضراء م(25-عرموشية)محلة 322,34.19773851,43.90280988,234,Markaz Samarra,Salah Al-Din,4011,0.058339566,7
278,id_2333,6,Samarra,2806030,109,21590,Salah al-Din,Samarra,Hay Salah Al-Din(Mahala 302),حي صلاح الدين محلة 302,34.20472059,43.910007,263,Markaz Samarra,Salah Al-Din,4011,0.065569683,7
279,id_2337,12,Tikrit,2808002,109,23244,Salah al-Din,Tikrit,Hay Al Askari,الحي العسكري,34.68886682,43.71976791,487,Al-Alam,Salah Al-Din,5677,0.085784745,17
281,id_2341,6,Tikrit,2808011,109,24248,Salah al-Din,Tikrit,Awajealah Quarter,حي عويجيلية-م(27-الخرجة والعالي),34.67473985,43.71950423,142,Al-Alam,Salah Al-Din,5677,0.025013211,8
282,id_2345,6,Tikrit,2808016,109,21592,Salah al-Din,Tikrit,Hay Al sinay-Al samad,حي الصناعي-م(51-المجرة وتل رجيم)قرية الصمد,34.71326825,43.70324665,200,Al-Alam,Salah Al-Din,5677,0.035229875,8
283,id_2348,6,Tikrit,2808025,109,20612,Salah al-Din,Tikrit,Samrah Village,قرية سمرة,34.75567565,43.67107158,55,Al-Alam,Salah Al-Din,5677,0.009688216,8
284,id_2349,12,Tikrit,2808028,109,23702,Salah al-Din,Tikrit,Qadisya 2 500 Area,حي المطاردة(قادسية2)مقاطعة 7 محله 218 – قطعه 500,34.65085216,43.65258073,201,Um Al-Qura,Salah Al-Din,5677,0.035406024,13
285,id_2374,6,Tikrit,2808069,109,27367,Salah al-Din,Tikrit,Hay Alziraa,حي الزراعة,34.58463421,43.6825364,40,Um Al-Qura,Salah Al-Din,5677,0.007045975,7
286,id_2376,6,Tikrit,2808071,109,22965,Salah al-Din,Tikrit,Hay Alqalaa,حي القلعة(6-تكريت)محلة 405,34.60364868,43.68802655,330,Um Al-Qura,Salah Al-Din,5677,0.058129294,7
287,id_2378,6,Tikrit,2808073,109,27369,Salah al-Din,Tikrit,Hay Alfirdous,حي الفردوس(البو عبيد)مقاطعة-5 محلة 428,34.59437394,43.66473634,284,Um Al-Qura,Salah Al-Din,5677,0.050026422,7
288,id_2381,6,Tikrit,2808076,109,28413,Salah al-Din,Tikrit,Hay Al-Wihda,حي الوحدة,34.60452836,43.67092277,20,Um Al-Qura,Salah Al-Din,5677,0.003522987,7
289,id_2382,13,Beygee,2808077,109,28419,Salah al-Din,Tikrit,Al-Muskarat,منطقة المعسكرات,34.7145794,43.6122704,150,Markaz Beygee,Salah Al-Din,852,0.176056338,14
290,id_2384,6,Tikrit,2808080,109,28449,Salah al-Din,Tikrit,Mahalla Al Aed,حي العائد(27-الخرجة والعالي)محلة العائد,34.70181064,43.71091605,237,Al-Alam,Salah Al-Din,5677,0.041747402,7
291,id_2387,6,Tikrit,2808084,109,20594,Salah al-Din,Tikrit,Al Auja village ,قرية العوجة,34.57192792,43.69279908,28,Um Al-Qura,Salah Al-Din,5677,0.004932182,7
292,id_2390,12,Tikrit,2808089,109,33440,Salah al-Din,Tikrit,Al-Qadisya Complex,مجمع القادسية,34.65050419,43.66328216,842,Um Al-Qura,Salah Al-Din,5677,0.148317773,13
293,id_2392,6,Tooz Khurmato,2809001,109,21846,Salah al-Din,Tooz,Hay Al Sideeq Mahalla 105,محلة 105,34.88606026,44.6129744,130,Markaz Tooz Khurmato,Salah Al-Din,4820,0.026970954,7
294,id_2394,6,Tooz Khurmato,2809005,109,25866,Salah al-Din,Tooz,Hay Komari-120,حي كوماري م(5-الطوز)محلة 120,34.89631116,44.62572526,885,Markaz Tooz Khurmato,Salah Al-Din,4820,0.183609959,7
295,id_2395,6,Tooz Khurmato,2809007,109,25868,Salah al-Din,Tooz,Hay Rizgari-114,حي رزكاري م(5-الطوز)محلة 114,34.88670149,44.64267392,317,Markaz Tooz Khurmato,Salah Al-Din,4820,0.065767635,7
296,id_2396,7,Daquq,2809008,109,25869,Salah al-Din,Tooz,Hay Shoraw-1,مقاطعة 1 شوراو,35.07323983,44.50296737,80,Markaz Daquq,Kirkuk,1031,0.077594568,8
297,id_2397,24,Tooz Khurmato,2809010,109,25754,Salah al-Din,Tooz,Markaz Tooz-Hay Al Askari,حي العسكري,34.87893383,44.61566714,770,Markaz Tooz Khurmato,Salah Al-Din,4820,0.159751037,25
298,id_2399,36,Tooz Khurmato,2809012,109,25752,Salah al-Din,Tooz,Markaz Tooz-Hay Al Taiyar 122,محلة 122,34.90215812,44.62268978,750,Markaz Tooz Khurmato,Salah Al-Din,4820,0.15560166,38
299,id_2400,6,Tooz Khurmato,2809015,109,25750,Salah al-Din,Tooz,Markaz Tooz-Hay Brayati,محلة برايتي,34.90508251,44.60883669,390,Markaz Tooz Khurmato,Salah Al-Din,4820,0.080912863,7
300,id_2402,6,Tooz Khurmato,2809018,109,20405,Salah al-Din,Tooz,Sankur,سنكور,35.0088073,44.53987745,110,Markaz Tooz Khurmato,Salah Al-Din,4820,0.022821577,7
301,id_2405,6,Tooz Khurmato,2809021,109,20992,Salah al-Din,Tooz,Tooz-Hay Al Teen,حي الطين,34.8726648,44.62013887,270,Markaz Tooz Khurmato,Salah Al-Din,4820,0.056016598,7
302,id_2406,24,Tooz Khurmato,2809022,109,25872,Salah al-Din,Tooz,Unformal Shelter,سكن غير رسمي,34.9051509,44.62225713,330,Markaz Tooz Khurmato,Salah Al-Din,4820,0.06846473,25
303,id_2420,6,Chamchamal,2809051,109,20358,Salah al-Din,Tooz,Milnaser Village,قرية ميلناصر,35.068004,44.71777357,7,Kadr Karam,Al-Sulaymaniyah,1576,0.004441624,7
304,id_2447,6,Al-Suwaira,2903005,109,25387,Wassit,Al-Suwaira,Hay Al-Jihad,حي الجهاد,32.93190666,44.77356361,15,Markaz Al-Suwaira,Wassit,387,0.03875969,7
305,id_2450,6,Al-Suwaira,2903009,109,19397,Wassit,Al-Suwaira,Hay Al-askary,حي العسكري,32.93293508,44.77105818,25,Markaz Al-Suwaira,Wassit,387,0.064599483,7
306,id_2452,12,Al-Suwaira,2903014,109,19402,Wassit,Al-Suwaira,Hay Al-Furat,حي الفرات,32.92132639,44.77498316,28,Markaz Al-Suwaira,Wassit,387,0.072351421,13
307,id_2453,6,Al-Suwaira,2903022,109,24155,Wassit,Al-Suwaira,Hay Al-Jameya,حي الجمعية,32.76509731,45.16470628,7,Al-Zubaidiya,Wassit,387,0.018087855,7
308,id_2461,6,Al-Suwaira,2904011,109,24858,Wassit,Al-Azezia,Al-Azezia 150 area,العزيزية 150,32.90615977,45.05689066,20,Al-Aziziya,Wassit,387,0.051679587,7
309,id_2463,6,Al-Suwaira,2904014,109,24851,Wassit,Al-Azezia,Al-Dawar Al-Sharqi,الدوار الشرقي,33.00719165,44.82501992,7,Al-Hafriya,Wassit,387,0.018087855,7
310,id_2464,6,Al-Suwaira,2904021,109,24857,Wassit,Al-Azezia,Al-Khamas 3,الخماس الثالثة,32.92192175,45.07246163,14,Al-Aziziya,Wassit,387,0.036175711,7
311,id_2469,6,Al-Suwaira,2904035,109,19454,Wassit,Al-Azezia,Al-Tanmeya,التنمية,32.95138264,44.9106559,11,Al-Aziziya,Wassit,387,0.028423773,7
312,id_2471,6,Al-Suwaira,2904044,109,22361,Wassit,Al-Azezia,Al Shabab 1,الشباب الاولى,32.91020268,45.04327642,14,Al-Aziziya,Wassit,387,0.036175711,7
313,id_2473,6,Al-Suwaira,2904046,109,24846,Wassit,Al-Azezia,Hay Al-Askari 3,الحي العسكري الثالثة,32.90545606,45.05457472,8,Al-Aziziya,Wassit,387,0.020671835,7
314,id_2475,18,Al-Suwaira,2904059,109,19442,Wassit,Al-Azezia,Taj al-dien,تاج الدين,32.98539274,44.84795675,30,Al-Hafriya,Wassit,387,0.07751938,19
315,id_2487,6,Al-Kut,2906004,109,23256,Wassit,Kut,Al Hasan Al Askari,الحسن العسكري,32.53075098,45.74591566,55,Markaz Al-Kut,Wassit,870,0.063218391,7
