"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"dependent.var225","lsg_health","ones",NA,"ones",1.81818181818182,NA,1.55365528294323,2.0827083534204,"district","rania"
"dependent.var226","lsg_health","ones",NA,"ones",1.27777777777778,NA,1.11301210377431,1.44254345178124,"district","al.karkh"
"dependent.var227","lsg_health","ones",NA,"ones",2.24242424242424,NA,2.03607305933121,2.44877542551728,"district","aqra"
"dependent.var228","lsg_health","ones",NA,"ones",2.51546391752577,NA,2.21542288338821,2.81550495166333,"district","derbendikhan"
"dependent.var229","lsg_health","ones",NA,"ones",1,NA,1,1,"district","al.basrah"
"dependent.var230","lsg_health","ones",NA,"ones",1.65060240963855,NA,1.4619587503928,1.83924606888431,"district","daquq"
"dependent.var231","lsg_health","ones",NA,"ones",1.62068965517241,NA,1.36385024409849,1.87752906624634,"district","al.suwaira"
"dependent.var232","lsg_health","ones",NA,"ones",2.58823529411765,NA,2.29620629116377,2.88026429707152,"district","kifri"
"dependent.var233","lsg_health","ones",NA,"ones",2.0468085106383,NA,1.86359976707143,2.23001725420516,"district","al.kadhmiyah"
"dependent.var234","lsg_health","ones",NA,"ones",3.20833333333333,NA,2.99162103110714,3.42504563555953,"district","beygee"
"dependent.var235","lsg_health","ones",NA,"ones",3.00347826086957,NA,2.88788624154745,3.11907028019169,"district","al.hamdaniya"
"dependent.var236","lsg_health","ones",NA,"ones",2.06329113924051,NA,1.74482808433498,2.38175419414603,"district","halabcha"
"dependent.var237","lsg_health","ones",NA,"ones",1.68,NA,1.39382566654442,1.96617433345558,"district","al.mussyab"
"dependent.var238","lsg_health","ones",NA,"ones",3.47297297297297,NA,3.28842233438512,3.65752361156083,"district","dibis"
"dependent.var239","lsg_health","ones",NA,"ones",3.52100840336134,NA,3.38110605264164,3.66091075408105,"district","tooz.khurmato"
"dependent.var240","lsg_health","ones",NA,"ones",3.24175824175824,NA,2.97240322231139,3.5111132612051,"district","dokan"
"dependent.var241","lsg_health","ones",NA,"ones",1.13559322033898,NA,1.04352111132277,1.2276653293552,"district","al.kahla"
"dependent.var242","lsg_health","ones",NA,"ones",2.88461538461538,NA,2.65636793531464,3.11286283391613,"district","makhmour"
"dependent.var243","lsg_health","ones",NA,"ones",1.84923076923077,NA,1.70207226873437,1.99638926972717,"district","al.falluja"
"dependent.var244","lsg_health","ones",NA,"ones",1.75,NA,1.54000385879928,1.95999614120072,"district","al.kufa"
"dependent.var245","lsg_health","ones",NA,"ones",3.36423841059603,NA,3.16804011116187,3.56043671003018,"district","al.amadiya"
"dependent.var246","lsg_health","ones",NA,"ones",1.12162162162162,NA,1.02597519256506,1.21726805067818,"district","al.nasiriya"
"dependent.var247","lsg_health","ones",NA,"ones",2.07784431137725,NA,1.85888352476122,2.29680509799328,"district","al.najaf"
"dependent.var248","lsg_health","ones",NA,"ones",1.84375,NA,1.57251686887447,2.11498313112553,"district","baquba"
"dependent.var249","lsg_health","ones",NA,"ones",1.96774193548387,NA,1.78072091444289,2.15476295652485,"district","al.khalis"
"dependent.var250","lsg_health","ones",NA,"ones",4,NA,4,4,"district","al.baaj"
"dependent.var251","lsg_health","ones",NA,"ones",2.68217054263566,NA,2.53363887537989,2.83070220989143,"district","zakho"
"dependent.var252","lsg_protection","ones",NA,"ones",3.32692307692308,NA,3.18083947243571,3.47300668141045,"district","al.kaim"
"dependent.var253","lsg_protection","ones",NA,"ones",2.152466367713,NA,2.03401562903698,2.27091710638903,"district","haditha"
"dependent.var254","lsg_protection","ones",NA,"ones",2.18987341772152,NA,1.97778784504699,2.40195899039605,"district","al.rutba"
"dependent.var255","lsg_protection","ones",NA,"ones",1.70750988142292,NA,1.6326561390342,1.78236362381165,"district","khanaqin"
"dependent.var256","lsg_protection","ones",NA,"ones",2.18857142857143,NA,2.06111145174592,2.31603140539694,"district","al.adhamiya"
"dependent.var257","lsg_protection","ones",NA,"ones",1.62569832402235,NA,1.51269161557524,1.73870503246946,"district","kalar"
"dependent.var258","lsg_protection","ones",NA,"ones",1.64779874213836,NA,1.52773185820343,1.7678656260733,"district","al.hatra"
"dependent.var259","lsg_protection","ones",NA,"ones",1.28787878787879,NA,1.1490292252358,1.42672835052177,"district","al.muqdadiya"
"dependent.var260","lsg_protection","ones",NA,"ones",1.24886877828054,NA,1.2098514179197,1.28788613864139,"district","sumail"
"dependent.var261","lsg_protection","ones",NA,"ones",1.4047619047619,NA,1.21513445403769,1.59438935548612,"district","rawanduz"
"dependent.var262","lsg_protection","ones",NA,"ones",2.0643153526971,NA,2.00613499502419,2.12249571037,"district","al.mosul"
"dependent.var263","lsg_protection","ones",NA,"ones",1.25373134328358,NA,1.20515852461181,1.30230416195536,"district","al.shikhan"
"dependent.var264","lsg_protection","ones",NA,"ones",1.74725274725275,NA,1.56452440433439,1.9299810901711,"district","balad"
"dependent.var265","lsg_protection","ones",NA,"ones",1.84090909090909,NA,1.73175595091264,1.95006223090555,"district","al.mahmoudiya"
"dependent.var266","lsg_protection","ones",NA,"ones",3.73188405797101,NA,3.64745804845743,3.8163100674846,"district","ana"
"dependent.var267","lsg_protection","ones",NA,"ones",2.13488372093023,NA,1.99538112836864,2.27438631349183,"district","sinjar"
"dependent.var268","lsg_protection","ones",NA,"ones",1.08791208791209,NA,1.02941025357842,1.14641392224576,"district","al.diwaniya"
"dependent.var269","lsg_protection","ones",NA,"ones",1.00862068965517,NA,0.991724448409137,1.02551693090121,"district","kerbela"
"dependent.var270","lsg_protection","ones",NA,"ones",1.03260869565217,NA,1.00687569983017,1.05834169147418,"district","al.hindiya"
"dependent.var271","lsg_protection","ones",NA,"ones",1.86772486772487,NA,1.73307811344551,2.00237162200422,"district","al.ramadi"
"dependent.var272","lsg_protection","ones",NA,"ones",2.12202380952381,NA,2.02497096955741,2.21907664949021,"district","tikrit"
"dependent.var273","lsg_protection","ones",NA,"ones",1.18060200668896,NA,1.12635850572769,1.23484550765023,"district","erbil"
"dependent.var274","lsg_protection","ones",NA,"ones",1.85844748858447,NA,1.7313970694165,1.98549790775245,"district","tilkaef"
"dependent.var275","lsg_protection","ones",NA,"ones",1.8,NA,1.71476446378832,1.88523553621168,"district","al.shirqat"
"dependent.var276","lsg_protection","ones",NA,"ones",2.26283367556468,NA,2.16953132834535,2.35613602278401,"district","kirkuk"
"dependent.var277","lsg_protection","ones",NA,"ones",3.51428571428571,NA,3.29613057980441,3.73244084876702,"district","samarra"
"dependent.var278","lsg_protection","ones",NA,"ones",1.57272727272727,NA,1.44500255745125,1.70045198800329,"district","chamchamal"
"dependent.var279","lsg_protection","ones",NA,"ones",2.50413223140496,NA,2.31567249120484,2.69259197160507,"district","al.hawiga"
"dependent.var280","lsg_protection","ones",NA,"ones",2.01388888888889,NA,1.86936022928672,2.15841754849106,"district","al.risafa"
"dependent.var281","lsg_protection","ones",NA,"ones",1.20754716981132,NA,1.10675544591816,1.30833889370448,"district","shaqlawa"
"dependent.var282","lsg_protection","ones",NA,"ones",1.09,NA,1.03362683160136,1.14637316839864,"district","al.kut"
"dependent.var283","lsg_protection","ones",NA,"ones",1.75757575757576,NA,1.66121467081839,1.85393684433313,"district","al.sulaymaniyah"
"dependent.var284","lsg_protection","ones",NA,"ones",1.25688073394495,NA,1.15341215834873,1.36034930954118,"district","duhok"
"dependent.var285","lsg_protection","ones",NA,"ones",1.49606299212598,NA,1.37043039572997,1.621695588522,"district","koysinjaq"
"dependent.var286","lsg_protection","ones",NA,"ones",2.90140845070423,NA,2.77101386911495,3.0318030322935,"district","heet"
"dependent.var287","lsg_protection","ones",NA,"ones",2.50490196078431,NA,2.34230827224203,2.6674956493266,"district","telafar"
"dependent.var288","lsg_protection","ones",NA,"ones",1.4375,NA,1.32417429705435,1.55082570294565,"district","rania"
"dependent.var289","lsg_protection","ones",NA,"ones",1.86111111111111,NA,1.6853628101853,2.03685941203693,"district","al.karkh"
"dependent.var290","lsg_protection","ones",NA,"ones",1.33953488372093,NA,1.2587250722104,1.42034469523146,"district","aqra"
"dependent.var291","lsg_protection","ones",NA,"ones",1.36607142857143,NA,1.24686097129021,1.48528188585265,"district","derbendikhan"
"dependent.var292","lsg_protection","ones",NA,"ones",1.04624277456647,NA,1.01485758688558,1.07762796224737,"district","al.basrah"
"dependent.var293","lsg_protection","ones",NA,"ones",1.78070175438596,NA,1.68283805028133,1.8785654584906,"district","daquq"
"dependent.var294","lsg_protection","ones",NA,"ones",1.03125,NA,0.996262157973751,1.06623784202625,"district","al.suwaira"
"dependent.var295","lsg_protection","ones",NA,"ones",1.4622641509434,NA,1.31556910342003,1.60895919846676,"district","kifri"
"dependent.var296","lsg_protection","ones",NA,"ones",2.06415094339623,NA,1.94514824620518,2.18315364058728,"district","al.kadhmiyah"
"dependent.var297","lsg_protection","ones",NA,"ones",2.46368715083799,NA,2.31054774090692,2.61682656076906,"district","beygee"
"dependent.var298","lsg_protection","ones",NA,"ones",1.86712095400341,NA,1.79769229493226,1.93654961307456,"district","al.hamdaniya"
"dependent.var299","lsg_protection","ones",NA,"ones",1.46739130434783,NA,1.34452132706096,1.59026128163469,"district","halabcha"
"dependent.var300","lsg_protection","ones",NA,"ones",1.89285714285714,NA,1.70797698837728,2.07773729733701,"district","al.mussyab"
"dependent.var301","lsg_protection","ones",NA,"ones",1.7012987012987,NA,1.59894312730511,1.80365427529229,"district","dibis"
"dependent.var302","lsg_protection","ones",NA,"ones",1.75097276264591,NA,1.6561288035818,1.84581672171003,"district","tooz.khurmato"
"dependent.var303","lsg_protection","ones",NA,"ones",1.63302752293578,NA,1.49389535077692,1.77215969509464,"district","dokan"
"dependent.var304","lsg_protection","ones",NA,"ones",1.07344632768362,NA,1.03490629390773,1.1119863614595,"district","al.kahla"
"dependent.var305","lsg_protection","ones",NA,"ones",1.7962962962963,NA,1.68621363445118,1.90637895814141,"district","makhmour"
"dependent.var306","lsg_protection","ones",NA,"ones",1.9971098265896,NA,1.89579013288328,2.09842952029591,"district","al.falluja"
"dependent.var307","lsg_protection","ones",NA,"ones",1.2680412371134,NA,1.16571186679421,1.37037060743259,"district","al.kufa"
"dependent.var308","lsg_protection","ones",NA,"ones",1.20754716981132,NA,1.13743105462776,1.27766328499488,"district","al.amadiya"
"dependent.var309","lsg_protection","ones",NA,"ones",1,NA,1,1,"district","al.nasiriya"
"dependent.var310","lsg_protection","ones",NA,"ones",1.51630434782609,NA,1.38815361060699,1.64445508504519,"district","al.najaf"
"dependent.var311","lsg_protection","ones",NA,"ones",1.98958333333333,NA,1.7714259703186,2.20774069634807,"district","baquba"
"dependent.var312","lsg_protection","ones",NA,"ones",1.45161290322581,NA,1.35421789047417,1.54900791597744,"district","al.khalis"
"dependent.var313","lsg_protection","ones",NA,"ones",2.84313725490196,NA,2.61435371705096,3.07192079275296,"district","al.baaj"
"dependent.var314","lsg_protection","ones",NA,"ones",1.22784810126582,NA,1.1803258552137,1.27537034731795,"district","zakho"
"dependent.var315","lsg_snfi","ones",NA,"ones",2.47019867549669,NA,2.30361718918014,2.63678016181324,"district","al.kaim"
"dependent.var316","lsg_snfi","ones",NA,"ones",1.76681614349776,NA,1.65268308380288,1.88094920319263,"district","haditha"
"dependent.var317","lsg_snfi","ones",NA,"ones",2.24050632911392,NA,1.9734161535159,2.50759650471195,"district","al.rutba"
"dependent.var318","lsg_snfi","ones",NA,"ones",2.1897233201581,NA,2.07316049010377,2.30628615021243,"district","khanaqin"
"dependent.var319","lsg_snfi","ones",NA,"ones",1.65714285714286,NA,1.51532284447561,1.7989628698101,"district","al.adhamiya"
"dependent.var320","lsg_snfi","ones",NA,"ones",2.01685393258427,NA,1.82529684512929,2.20841102003925,"district","kalar"
"dependent.var321","lsg_snfi","ones",NA,"ones",1.46540880503145,NA,1.32795413706861,1.60286347299429,"district","al.hatra"
"dependent.var322","lsg_snfi","ones",NA,"ones",1.40909090909091,NA,1.28956510810319,1.52861671007862,"district","al.muqdadiya"
"dependent.var323","lsg_snfi","ones",NA,"ones",2.68627450980392,NA,2.58874721521206,2.78380180439578,"district","sumail"
"dependent.var324","lsg_snfi","ones",NA,"ones",1.47619047619048,NA,1.22414874029252,1.72823221208843,"district","rawanduz"
"dependent.var325","lsg_snfi","ones",NA,"ones",3.02651113467656,NA,2.94060993571961,3.11241233363352,"district","al.mosul"
"dependent.var326","lsg_snfi","ones",NA,"ones",2.41880341880342,NA,2.30900357417541,2.52860326343143,"district","al.shikhan"
"dependent.var327","lsg_snfi","ones",NA,"ones",2.54444444444444,NA,2.36609926805041,2.72278962083848,"district","balad"
"dependent.var328","lsg_snfi","ones",NA,"ones",2.54337899543379,NA,2.43636069166502,2.65039729920256,"district","al.mahmoudiya"
"dependent.var329","lsg_snfi","ones",NA,"ones",2.45925925925926,NA,2.28346730539304,2.63505121312548,"district","ana"
"dependent.var330","lsg_snfi","ones",NA,"ones",2.32710280373832,NA,2.16780536158395,2.48640024589268,"district","sinjar"
"dependent.var331","lsg_snfi","ones",NA,"ones",1.01098901098901,NA,0.989450945224835,1.03252707675319,"district","al.diwaniya"
"dependent.var332","lsg_snfi","ones",NA,"ones",1.35344827586207,NA,1.26607799301492,1.44081855870922,"district","kerbela"
"dependent.var333","lsg_snfi","ones",NA,"ones",1.52459016393443,NA,1.44593475702257,1.60324557084628,"district","al.hindiya"
"dependent.var334","lsg_snfi","ones",NA,"ones",1.66844919786096,NA,1.53658294463674,1.80031545108519,"district","al.ramadi"
"dependent.var335","lsg_snfi","ones",NA,"ones",2.59442724458204,NA,2.44757622603649,2.7412782631276,"district","tikrit"
"dependent.var336","lsg_snfi","ones",NA,"ones",2.17114093959732,NA,2.03384978582852,2.30843209336611,"district","erbil"
"dependent.var337","lsg_snfi","ones",NA,"ones",2.08219178082192,NA,1.92877390125852,2.23560966038531,"district","tilkaef"
"dependent.var338","lsg_snfi","ones",NA,"ones",2.02777777777778,NA,1.89829452443737,2.15726103111819,"district","al.shirqat"
"dependent.var339","lsg_snfi","ones",NA,"ones",2.60985626283368,NA,2.49062614632938,2.72908637933797,"district","kirkuk"
"dependent.var340","lsg_snfi","ones",NA,"ones",2.34285714285714,NA,1.92578476087936,2.75992952483493,"district","samarra"
"dependent.var341","lsg_snfi","ones",NA,"ones",1.62727272727273,NA,1.47151894994456,1.78302650460089,"district","chamchamal"
"dependent.var342","lsg_snfi","ones",NA,"ones",2.53719008264463,NA,2.37446887105846,2.69991129423079,"district","al.hawiga"
"dependent.var343","lsg_snfi","ones",NA,"ones",2.23611111111111,NA,2.03079342817334,2.44142879404888,"district","al.risafa"
"dependent.var344","lsg_snfi","ones",NA,"ones",1.5188679245283,NA,1.39498932238393,1.64274652667267,"district","shaqlawa"
"dependent.var345","lsg_snfi","ones",NA,"ones",1.23232323232323,NA,1.12396101471298,1.34068544993349,"district","al.kut"
"dependent.var346","lsg_snfi","ones",NA,"ones",2.22943722943723,NA,2.07062234087875,2.38825211799571,"district","al.sulaymaniyah"
"dependent.var347","lsg_snfi","ones",NA,"ones",1.60550458715596,NA,1.41601221279112,1.79499696152081,"district","duhok"
"dependent.var348","lsg_snfi","ones",NA,"ones",1.48031496062992,NA,1.35283033354899,1.60779958771085,"district","koysinjaq"
"dependent.var349","lsg_snfi","ones",NA,"ones",1.5,NA,1.37342801233476,1.62657198766524,"district","heet"
"dependent.var350","lsg_snfi","ones",NA,"ones",2.51960784313725,NA,2.35476858020671,2.6844471060678,"district","telafar"
"dependent.var351","lsg_snfi","ones",NA,"ones",1.3125,NA,1.18566471191564,1.43933528808436,"district","rania"
"dependent.var352","lsg_snfi","ones",NA,"ones",1.53703703703704,NA,1.37929567040996,1.69477840366411,"district","al.karkh"
"dependent.var353","lsg_snfi","ones",NA,"ones",1.82629107981221,NA,1.67570034542961,1.9768818141948,"district","aqra"
"dependent.var354","lsg_snfi","ones",NA,"ones",1.375,NA,1.23855547432581,1.51144452567419,"district","derbendikhan"
"dependent.var355","lsg_snfi","ones",NA,"ones",1.38728323699422,NA,1.26863052217526,1.50593595181318,"district","al.basrah"
"dependent.var356","lsg_snfi","ones",NA,"ones",1.98684210526316,NA,1.8378803902907,2.13580382023562,"district","daquq"
"dependent.var357","lsg_snfi","ones",NA,"ones",1.25,NA,1.11699274914685,1.38300725085315,"district","al.suwaira"
"dependent.var358","lsg_snfi","ones",NA,"ones",1.38095238095238,NA,1.20827433494232,1.55363042696244,"district","kifri"
"dependent.var359","lsg_snfi","ones",NA,"ones",2.0719696969697,NA,1.92973986587156,2.21419952806783,"district","al.kadhmiyah"
"dependent.var360","lsg_snfi","ones",NA,"ones",2.03954802259887,NA,1.86583088557891,2.21326515961883,"district","beygee"
"dependent.var361","lsg_snfi","ones",NA,"ones",2.6199649737303,NA,2.50651304186425,2.73341690559635,"district","al.hamdaniya"
"dependent.var362","lsg_snfi","ones",NA,"ones",1.21739130434783,NA,1.09312881673305,1.3416537919626,"district","halabcha"
"dependent.var363","lsg_snfi","ones",NA,"ones",1.80952380952381,NA,1.61460936015493,2.00443825889269,"district","al.mussyab"
"dependent.var364","lsg_snfi","ones",NA,"ones",1.28289473684211,NA,1.18034360642042,1.38544586726379,"district","dibis"
"dependent.var365","lsg_snfi","ones",NA,"ones",1.23137254901961,NA,1.14244095923843,1.32030413880079,"district","tooz.khurmato"
"dependent.var366","lsg_snfi","ones",NA,"ones",1.58333333333333,NA,1.43718936681301,1.72947729985366,"district","dokan"
"dependent.var367","lsg_snfi","ones",NA,"ones",1.00581395348837,NA,0.994418814043372,1.01720909293337,"district","al.kahla"
"dependent.var368","lsg_snfi","ones",NA,"ones",1.79012345679012,NA,1.62601083335566,1.95423608022459,"district","makhmour"
"dependent.var369","lsg_snfi","ones",NA,"ones",2.38728323699422,NA,2.24488433901551,2.52968213497293,"district","al.falluja"
"dependent.var370","lsg_snfi","ones",NA,"ones",1.21649484536082,NA,1.13120176678401,1.30178792393764,"district","al.kufa"
"dependent.var371","lsg_snfi","ones",NA,"ones",2.27044025157233,NA,2.09322927559564,2.44765122754902,"district","al.amadiya"
"dependent.var372","lsg_snfi","ones",NA,"ones",1.00675675675676,NA,0.993513756861216,1.0199997566523,"district","al.nasiriya"
"dependent.var373","lsg_snfi","ones",NA,"ones",2.10928961748634,NA,1.9701658866396,2.24841334833308,"district","al.najaf"
"dependent.var374","lsg_snfi","ones",NA,"ones",2.14583333333333,NA,1.91367463546928,2.37799203119738,"district","baquba"
"dependent.var375","lsg_snfi","ones",NA,"ones",1.59259259259259,NA,1.49044163899126,1.69474354619392,"district","al.khalis"
"dependent.var376","lsg_snfi","ones",NA,"ones",2.31372549019608,NA,2.0908276252876,2.53662335510455,"district","al.baaj"
"dependent.var377","lsg_snfi","ones",NA,"ones",2.84810126582278,NA,2.73406058717686,2.9621419444687,"district","zakho"
"dependent.var378","lsg_wash","ones",NA,"ones",2.29677419354839,NA,2.1761923044464,2.41735608265038,"district","al.kaim"
"dependent.var379","lsg_wash","ones",NA,"ones",1.51569506726457,NA,1.44321848851421,1.58817164601493,"district","haditha"
"dependent.var380","lsg_wash","ones",NA,"ones",1.55696202531646,NA,1.40821006319273,1.70571398744018,"district","al.rutba"
"dependent.var381","lsg_wash","ones",NA,"ones",1.58811881188119,NA,1.53801500242088,1.6382226213415,"district","khanaqin"
"dependent.var382","lsg_wash","ones",NA,"ones",1.13142857142857,NA,1.0787735179557,1.18408362490144,"district","al.adhamiya"
"dependent.var383","lsg_wash","ones",NA,"ones",1.42458100558659,NA,1.34560583871491,1.50355617245828,"district","kalar"
"dependent.var384","lsg_wash","ones",NA,"ones",1.55974842767296,NA,1.45689500087205,1.66260185447386,"district","al.hatra"
"dependent.var385","lsg_wash","ones",NA,"ones",1.66153846153846,NA,1.53790077131701,1.78517615175991,"district","al.muqdadiya"
"dependent.var386","lsg_wash","ones",NA,"ones",1.8343653250774,NA,1.78218979732399,1.88654085283081,"district","sumail"
"dependent.var387","lsg_wash","ones",NA,"ones",1.07692307692308,NA,0.992199640347784,1.16164651349837,"district","rawanduz"
"dependent.var388","lsg_wash","ones",NA,"ones",1.8944618599791,NA,1.84046736653334,1.94845635342486,"district","al.mosul"
"dependent.var389","lsg_wash","ones",NA,"ones",1.40920716112532,NA,1.35502698406512,1.46338733818552,"district","al.shikhan"
"dependent.var390","lsg_wash","ones",NA,"ones",1.21978021978022,NA,1.12891102077339,1.31064941878705,"district","balad"
"dependent.var391","lsg_wash","ones",NA,"ones",1.07109004739337,NA,1.03633405819637,1.10584603659036,"district","al.mahmoudiya"
"dependent.var392","lsg_wash","ones",NA,"ones",2.40740740740741,NA,2.30793852324665,2.50687629156817,"district","ana"
"dependent.var393","lsg_wash","ones",NA,"ones",1.83091787439614,NA,1.74977789496092,1.91205785383135,"district","sinjar"
"dependent.var394","lsg_wash","ones",NA,"ones",2,NA,1.5405773558343,2.4594226441657,"district","al.diwaniya"
"dependent.var395","lsg_wash","ones",NA,"ones",1.70909090909091,NA,1.5743202941041,1.84386152407772,"district","kerbela"
"dependent.var396","lsg_wash","ones",NA,"ones",1.52808988764045,NA,1.42788049251699,1.62829928276391,"district","al.hindiya"
"dependent.var397","lsg_wash","ones",NA,"ones",1.13756613756614,NA,1.08832956216564,1.18680271296663,"district","al.ramadi"
"dependent.var398","lsg_wash","ones",NA,"ones",1.90178571428571,NA,1.82088844799234,1.98268298057909,"district","tikrit"
"dependent.var399","lsg_wash","ones",NA,"ones",1.44765342960289,NA,1.38097226828305,1.51433459092273,"district","erbil"
"dependent.var400","lsg_wash","ones",NA,"ones",1.51141552511416,NA,1.43387647707527,1.58895457315304,"district","tilkaef"
"dependent.var401","lsg_wash","ones",NA,"ones",1.73184357541899,NA,1.63173148624201,1.83195566459598,"district","al.shirqat"
"dependent.var402","lsg_wash","ones",NA,"ones",1.57692307692308,NA,1.52711451645045,1.6267316373957,"district","kirkuk"
"dependent.var403","lsg_wash","ones",NA,"ones",1.37142857142857,NA,1.15754303051618,1.58531411234097,"district","samarra"
"dependent.var404","lsg_wash","ones",NA,"ones",1.6,NA,1.48344754444658,1.71655245555342,"district","chamchamal"
"dependent.var405","lsg_wash","ones",NA,"ones",1.7603305785124,NA,1.63220547488565,1.88845568213915,"district","al.hawiga"
"dependent.var406","lsg_wash","ones",NA,"ones",1.16666666666667,NA,1.10260323972366,1.23073009360967,"district","al.risafa"
"dependent.var407","lsg_wash","ones",NA,"ones",1.08653846153846,NA,1.03224104121081,1.14083588186611,"district","shaqlawa"
"dependent.var408","lsg_wash","ones",NA,"ones",2.06756756756757,NA,1.8933899956099,2.24174513952524,"district","al.kut"
"dependent.var409","lsg_wash","ones",NA,"ones",1.26431718061674,NA,1.20553789560453,1.32309646562895,"district","al.sulaymaniyah"
"dependent.var410","lsg_wash","ones",NA,"ones",1.51111111111111,NA,1.33913374359367,1.68308847862855,"district","duhok"
"dependent.var411","lsg_wash","ones",NA,"ones",1.19444444444444,NA,1.11945472645569,1.2694341624332,"district","koysinjaq"
"dependent.var412","lsg_wash","ones",NA,"ones",1.69014084507042,NA,1.61133830793346,1.76894338220738,"district","heet"
"dependent.var413","lsg_wash","ones",NA,"ones",1.8578431372549,NA,1.76502344328573,1.95066283122407,"district","telafar"
"dependent.var414","lsg_wash","ones",NA,"ones",1.37254901960784,NA,1.26021207025871,1.48488596895698,"district","rania"
"dependent.var415","lsg_wash","ones",NA,"ones",1.08333333333333,NA,1.03096469295034,1.13570197371632,"district","al.karkh"
"dependent.var416","lsg_wash","ones",NA,"ones",1.22395833333333,NA,1.15812854480484,1.28978812186183,"district","aqra"
"dependent.var417","lsg_wash","ones",NA,"ones",1.73267326732673,NA,1.60071529609037,1.86463123856309,"district","derbendikhan"
"dependent.var418","lsg_wash","ones",NA,"ones",1.76878612716763,NA,1.70577843385028,1.83179382048498,"district","al.basrah"
"dependent.var419","lsg_wash","ones",NA,"ones",1.59842519685039,NA,1.47989965538602,1.71695073831477,"district","daquq"
"dependent.var420","lsg_wash","ones",NA,"ones",1.42857142857143,NA,1.26886170268096,1.5882811544619,"district","al.suwaira"
"dependent.var421","lsg_wash","ones",NA,"ones",1.4622641509434,NA,1.34721647468374,1.57731182720305,"district","kifri"
"dependent.var422","lsg_wash","ones",NA,"ones",1.16603773584906,NA,1.11994346916015,1.21213200253797,"district","al.kadhmiyah"
"dependent.var423","lsg_wash","ones",NA,"ones",1.84745762711864,NA,1.74636172600663,1.94855352823066,"district","beygee"
"dependent.var424","lsg_wash","ones",NA,"ones",1.66724137931034,NA,1.6078097418201,1.72667301680059,"district","al.hamdaniya"
"dependent.var425","lsg_wash","ones",NA,"ones",1.4125,NA,1.27004375178877,1.55495624821123,"district","halabcha"
"dependent.var426","lsg_wash","ones",NA,"ones",1.33333333333333,NA,1.23191819486892,1.43474847179775,"district","al.mussyab"
"dependent.var427","lsg_wash","ones",NA,"ones",1.35514018691589,NA,1.26403822613135,1.44624214770042,"district","dibis"
"dependent.var428","lsg_wash","ones",NA,"ones",1.72332015810277,NA,1.65024263114291,1.79639768506263,"district","tooz.khurmato"
"dependent.var429","lsg_wash","ones",NA,"ones",1.46788990825688,NA,1.35487905839889,1.58090075811487,"district","dokan"
"dependent.var430","lsg_wash","ones",NA,"ones",1.11377245508982,NA,1.05278879277434,1.1747561174053,"district","al.kahla"
"dependent.var431","lsg_wash","ones",NA,"ones",1.34437086092715,NA,1.2639932760175,1.42474844583681,"district","makhmour"
"dependent.var432","lsg_wash","ones",NA,"ones",1.17101449275362,NA,1.1296308422425,1.21239814326474,"district","al.falluja"
"dependent.var433","lsg_wash","ones",NA,"ones",1.59659090909091,NA,1.47927023383869,1.71391158434313,"district","al.kufa"
"dependent.var434","lsg_wash","ones",NA,"ones",1.47682119205298,NA,1.38141529257613,1.57222709152983,"district","al.amadiya"
"dependent.var435","lsg_wash","ones",NA,"ones",1.2158273381295,NA,1.13388908404311,1.29776559221588,"district","al.nasiriya"
"dependent.var436","lsg_wash","ones",NA,"ones",1.18579234972678,NA,1.12728085563962,1.24430384381394,"district","al.najaf"
"dependent.var437","lsg_wash","ones",NA,"ones",1.8125,NA,1.65008559654999,1.97491440345001,"district","baquba"
"dependent.var438","lsg_wash","ones",NA,"ones",1.75714285714286,NA,1.65874833741855,1.85553737686717,"district","al.khalis"
"dependent.var439","lsg_wash","ones",NA,"ones",1.82352941176471,NA,1.64393028036801,2.0031285431614,"district","al.baaj"
"dependent.var440","lsg_wash","ones",NA,"ones",1.47493403693931,NA,1.41056700032545,1.53930107355318,"district","zakho"
"dependent.var441","capacity_gap","ones",NA,"ones",2.71153846153846,NA,2.52974775155057,2.89332917152635,"district","al.kaim"
"dependent.var442","capacity_gap","ones",NA,"ones",1.71748878923767,NA,1.60358461540967,1.83139296306567,"district","haditha"
"dependent.var443","capacity_gap","ones",NA,"ones",2.65822784810127,NA,2.46198962200814,2.85446607419439,"district","al.rutba"
"dependent.var444","capacity_gap","ones",NA,"ones",2.39130434782609,NA,2.29724360625589,2.48536508939628,"district","khanaqin"
"dependent.var445","capacity_gap","ones",NA,"ones",1.61714285714286,NA,1.46588723999525,1.76839847429047,"district","al.adhamiya"
"dependent.var446","capacity_gap","ones",NA,"ones",2.29050279329609,NA,2.12438022342474,2.45662536316744,"district","kalar"
"dependent.var447","capacity_gap","ones",NA,"ones",1.18867924528302,NA,1.12521549100989,1.25214299955615,"district","al.hatra"
"dependent.var448","capacity_gap","ones",NA,"ones",1.72727272727273,NA,1.56587474854944,1.88867070599602,"district","al.muqdadiya"
"dependent.var449","capacity_gap","ones",NA,"ones",2.08898944193062,NA,2.02925028131125,2.14872860254999,"district","sumail"
"dependent.var450","capacity_gap","ones",NA,"ones",1.9047619047619,NA,1.63090466873257,2.17861914079124,"district","rawanduz"
